level_0,index,content,score,clean_content,minimal_content,en_content,lang,lang_prob
32860,57810,,5,Good. Very interactive. The ai is also not a can. Very detailed correction and fun. I have not been more excited,good. very interactive. the ai be also not a can. very detailed correction and fun. i have not be more excited,Good. Very interactive. The ai is also not a can. Very detailed correction and fun. I have not been more excited,en,0.9720969200134277
32861,57811,,5,"Greatly helped by this application. Which was hard to find a partner to speak in English without shame, with this confidence rose 1000%. Thanks Elsa!","greatly help by this application. which be hard to find a partner to speak in english without shame, with this confidence rise 1000%. thanks elsa!","Greatly helped by this application. Which was hard to find a partner to speak in English without shame, with this confidence rose 1000%. Thanks Elsa!",en,0.9416547417640686
32862,57812,,5,"Very good, for those of you who want to try to learn English, I recommend it, so I am, this is doubtful !! 😍 😍 But unfortunately there is a paid fashion huh, it's good","very good, for those of you who want to try to learn english, i recommend it, so i am, this be doubtful! 😍 😍 but unfortunately there be a paid fashion huh, it be good","Very good, for those of you who want to try to learn English, I recommend it, so I am, this is doubtful !! 😍😍 But unfortunately there is a paid fashion huh, it's good",en,0.9698202610015869
32863,57813,,5,Elsa Speak is very good for learning how to speak in English I really like it because I can vidiocall directly with the teacher and when you learn it's not bored because the teacher is cool,elsa speak be very good for learn how to speak in english i really like it because i can vidiocall directly with the teacher and when you learn it be not bore because the teacher be cool,Elsa Speak is very good for learning how to speak in English I really like it because I can vidiocall directly with the teacher and when you learn it's not bored because the teacher is cool,en,0.9615822434425354
32864,57814,,5,I am very happy to meet this application ... Details are very correction of our mistakes ... thanks 1% YouTube channel ... haha ​​even this application is more friendly than tutors tutoring,i be very happy to meet this application. detail be very correction of our mistakes. thanks 1% youtube channel. haha even this application be more friendly than tutor tutor,I am very happy to meet this application ... Details are very correction of our mistakes ... thanks 1% YouTube channel ... haha ​​even this application is more friendly than tutors tutoring,en,0.9044217467308044
32865,57815,,5,Very good and very helpful application to learn English even though there are no interlocutors,very good and very helpful application to learn english even though there be no interlocutor,Very good and very helpful application to learn English even though there are no interlocutors,en,0.9542320966720581
32866,57816,,5,"The application is really good for people like me who are just learning English, I can know how smart I am in the mention of English. Thank you Elsa Speak.","the application be really good for people like me who be just learn english, i can know how smart i be in the mention of english. thank you elsa speak.","The application is really good for people like me who are just learning English, I can know how smart I am in the mention of English. Thank you Elsa Speak.",en,0.9250381588935852
32867,57817,,5,"Very good for beginners, like me and it should be clearer information for free code and at least how to subscribe to the next","very good for beginners, like me and it should be clear information for free code and at least how to subscribe to the next","Very good for beginners, like me and it should be clearer information for free code and at least how to subscribe to the next",en,0.9493864178657532
32868,57818,,5,"Thank you Elsa Speak Applicationx is very good and very easy, and really helps me in learning English","thank you elsa speak applicationx be very good and very easy, and really help me in learn english","Thank you Elsa Speak Applicationx is very good and very easy, and really helps me in learning English",en,0.9731621742248535
32869,57819,,4,Elsa Speak is very helpful in improving English skills so it is good to be used as a means of education,elsa speak be very helpful in improve english skill so it be good to be use as a mean of education,Elsa Speak is very helpful in improving English skills so it is good to be used as a means of education,en,0.957064151763916
32870,57820,,5,"This application is very good for our vocabulary, just you have to try Dee, you can't mean that you don't want to learn and try ... so you have to try it ... ...","this application be very good for our vocabulary, just you have to try dee, you cannot mean that you do not want to learn and try. so you have to try it. .","This application is very good for our vocabulary, just you have to try Dee, you can't mean that you don't want to learn and try ... so you have to try it ... ...",en,0.9913479089736938
32871,57821,,4,"Pretty good, just added a little related to the assessment of the mention, even though the mention was wrong to be considered excellent. Overall it's good","pretty good, just add a little related to the assessment of the mention, even though the mention be wrong to be consider excellent. overall it be good","Pretty good, just added a little related to the assessment of the mention, even though the mention was wrong to be considered excellent. Overall it's good",en,0.941763699054718
32872,57822,,5,"Seriously this is a really good application! Really help how to pronounce the pronunciation until it's true, so speechless really cool","seriously this be a really good application! really help how to pronounce the pronunciation until it be true, so speechless really cool","Seriously this is a really good application! Really help how to pronounce the pronunciation until it's true, so speechless really cool",en,0.9401500225067139
32873,57823,,5,"Very good, the learning is detailed & very easy to understand, I really like it. Thank you, Elsa! ❤","very good, the learning be detailed & very easy to understand, i really like it. thank you, elsa! ❤","Very good, the learning is detailed & very easy to understand, I really like it. Thank you, Elsa! ❤",en,0.9699323177337646
32874,57824,,5,I really like this application. Very good for you if you want to practice talking like a netitive speaker.,i really like this application. very good for you if you want to practice talk like a netitive speaker.,I really like this application. Very good for you if you want to practice talking like a netitive speaker.,en,0.9811304211616516
32875,57825,,5,The application is very frustrating for those of us who want to speak fluently in English and fluent when speaking English,the application be very frustrating for those of u who want to speak fluently in english and fluent when speak english,The application is very frustrating for those of us who want to speak fluently in English and fluent when speaking English,en,0.9822708964347839
32876,57826,,5,"very helpful for me who is learning the learning stage in English, hopefully after I use the Elsa Speak this can be smooth in reading English","very helpful for me who be learn the learning stage in english, hopefully after i use the elsa speak this can be smooth in read english","very helpful for me who is learning the learning stage in English, hopefully after I use the Elsa Speak this can be smooth in reading English",en,0.9486590027809143
32877,57827,,5,"One alternative to finding easy ways to learn word pronunciation in English for beginners ... I use it to facilitate my language and children ""..","one alternative to find easy way to learn word pronunciation in english for beginners. i use it to facilitate my language and child "".","One alternative to finding easy ways to learn word pronunciation in English for beginners ... I use it to facilitate my language and children ""..",en,0.8474867939949036
32878,57828,,5,Very helpful in improving the ability to speak English in terms of speaking. Thank you developers,very helpful in improve the ability to speak english in term of speaking. thank you developer,Very helpful in improving the ability to speak English in terms of speaking. Thank you developers,en,0.9797792434692383
32879,57829,,5,"very helpful to learn, but for the free version of learning quota whether it can be increased again","very helpful to learn, but for the free version of learn quota whether it can be increase again","very helpful to learn, but for the free version of learning quota whether it can be increased again",en,0.9152811765670776
32880,57830,,4,Very recommended because the application can correct the way you speak English which is presented in the form of several words,very recommended because the application can correct the way you speak english which be present in the form of several word,Very recommended because the application can correct the way you speak English which is presented in the form of several words,en,0.9796416759490967
32881,57831,,5,Application of recommendation for those who want to deepen English and improve pronunciation,application of recommendation for those who want to deepen english and improve pronunciation,Application of recommendation for those who want to deepen English and improve pronunciation,en,0.9304580688476562
32882,57832,,4,"Love 4 stars first, why does the English language can't be translated into Indonesian, so I don't know the meaning of the English.","love 4 star first, why do the english language cannot be translate into indonesian, so i do not know the meaning of the english.","Love 4 stars first, why does the English language can't be translated into Indonesian, so I don't know the meaning of the English.",en,0.7873386740684509
32883,57833,,5,The best application for those who want to improve the ability to speak English properly and correctly. 😊,the best application for those who want to improve the ability to speak english properly and correctly. 😊,The best application for those who want to improve the ability to speak English properly and correctly. 😊,en,0.953994631767273
32884,57834,,5,really cool is very helpful but also easy ... different from other English applications,really cool be very helpful but also easy. different from other english application,really cool is very helpful but also easy ... different from other English applications,en,0.9812850952148438
32885,57835,,5,In accordance with my expectations I can speak English. And this application proves everyone can speak English and teach us good language speech,in accordance with my expectation i can speak english. and this application prove everyone can speak english and teach u good language speech,In accordance with my expectations I can speak English. And this application proves everyone can speak English and teach us good language speech,en,0.9601927399635315
32886,57836,,3,"The application is good when trying it is good, but the next day I want to try it again, it can't be loading for a long time even though the net is good ""just please fix it.","the application be good when try it be good, but the next day i want to try it again, it cannot be load for a long time even though the net be good ""just please fix it.","The application is good when trying it is good, but the next day I want to try it again, it can't be loading for a long time even though the net is good ""just please fix it.",en,0.9280204772949219
32887,57837,,1,At that time I did not buy due to lack of credit balance. It is unfortunate when I top up the credit is sucked automatically without any notice. Please return my money sir/ma'am,at that time i do not buy due to lack of credit balance. it be unfortunate when i top up the credit be suck automatically without any notice. please return my money sir/maam,At that time I did not buy due to lack of credit balance. It is unfortunate when I top up the credit is sucked automatically without any notice. Please return my money sir/ma'am,en,0.8713597059249878
32888,57838,,5,good application ... yeah what if you want better to be paid. But for the beginning. really good ... recommended ...,good application. yeah what if you want good to be paid. but for the beginning. really good. recommended.,good application ... yeah what if you want better to be paid. But for the beginning. really good ... recommended ...,en,0.9724931120872498
32889,57839,,5,Very good applications for improving English language skills both just learning and those who are already proficient,very good application for improve english language skill both just learning and those who be already proficient,Very good applications for improving English language skills both just learning and those who are already proficient,en,0.9297065138816833
32890,57840,,5,"This is quite good, and helps us to be easy to pronounce English. Thank you the application is good","this be quite good, and help u to be easy to pronounce english. thank you the application be good","This is quite good, and helps us to be easy to pronounce English. Thank you the application is good",en,0.9062227010726929
32891,57841,,5,"So far the application is really good, different from the others. I really hope to use Elsa Pro for the next. Good job 👍","so far the application be really good, different from the others. i really hope to use elsa pro for the next. good job 👍","So far the application is really good, different from the others. I really hope to use Elsa Pro for the next. Good job 👍",en,0.9268746972084045
32892,57842,,5,Just try to have money to really want to upgrade :( it's been a long time to speak English once you found a suitable apk eh paid,just try to have money to really want to upgrade it be be a long time to speak english once you find a suitable apk eh pay,Just try to have money to really want to upgrade :( it's been a long time to speak English once you found a suitable apk eh paid,en,0.9824675917625427
32893,57843,,5,applications that are easy to use and very helpful to learn English with true,application that be easy to use and very helpful to learn english with true,applications that are easy to use and very helpful to learn English with true,en,0.9607743620872498
32894,57844,,5,"This application can be made for those of you who have difficulty speaking English because the dissemination is complete, how to talk to the correct English","this application can be make for those of you who have difficulty speak english because the dissemination be complete, how to talk to the correct english","This application can be made for those of you who have difficulty speaking English because the dissemination is complete, how to talk to the correct English",en,0.9677930474281311
32895,57845,,1,"There is no translation and have to pay the new Dulua Biss learning. Duolingo is the best, no one can beat, Else learned from duolingo there, how to make customers","there be no translation and have to pay the new dulua biss learning. duolingo be the best, no one can beat, else learn from duolingo there, how to make customer","There is no translation and have to pay the new Dulua Biss learning. Duolingo is the best, no one can beat, Else learned from duolingo there, how to make customers",en,0.8823167681694031
32896,57846,,5,"Very good ,, for beginners want to say sentences in the correct English. This is the solution ,, download this application right now ..","very good, for beginner want to say sentence in the correct english. this be the solution, download this application right now.","Very good ,, for beginners want to say sentences in the correct English. This is the solution ,, download this application right now ..",en,0.9501886367797852
32897,57847,,1,"The admin response is very bad, in chat many times there is no response, I want to consult a pro or premium package ,, not so it is.","the admin response be very bad, in chat many time there be no response, i want to consult a pro or premium package, not so it is.","The admin response is very bad, in chat many times there is no response, I want to consult a pro or premium package ,, not so it is.",en,0.8703060746192932
32898,57848,,2,"What's wrong with Elsa now!? told to enter a Google account, he said this account is connected to Facebook, but after entering Facebook he said this account was never registered (?) What do you want 😭","what be wrong with elsa now! ? tell to enter a google account, he say this account be connect to facebook, but after enter facebook he say this account be never register ? what do you want 😭","What's wrong with Elsa now!? told to enter a Google account, he said this account is connected to Facebook, but after entering Facebook he said this account was never registered (?) What do you want 😭",en,0.8791043758392334
32899,57849,,4,The application is very good for English training and hopefully in the future it can be better and good luck always,the application be very good for english training and hopefully in the future it can be good and good luck always,The application is very good for English training and hopefully in the future it can be better and good luck always,en,0.9601854681968689
32900,57850,,5,This application is very useful and real in pronunciation training in English,this application be very useful and real in pronunciation training in english,This application is very useful and real in pronunciation training in English,en,0.9332276582717896
32901,57851,,5,"It's enough to help for a week, and even then if you provide free service, this is not too bad, but please provide a free and not paid service 🙏&N","it be enough to help for a week, and even then if you provide free service, this be not too bad, but please provide a free and not pay service 🙏&n","It's enough to help for a week, and even then if you provide free service, this is not too bad, but please provide a free and not paid service 🙏&N",en,0.9180037379264832
32902,57852,,4,"Actually this application is really good. But why can't you be opened for 1 week. Loading keep on, please fix it. Thank You","actually this application be really good. but why cannot you be open for 1 week. load keep on, please fix it. thank you","Actually this application is really good. But why can't you be opened for 1 week. Loading keep on, please fix it. Thank You",en,0.9742130041122437
32903,57853,,5,"I swear it's cool. Help pronunciation learning very well. He also helps in terms of listening too. Anyway, it's really useful ...","i swear it be cool. help pronunciation learn very well. he also help in term of listen too. anyway, it be really useful.","I swear it's cool. Help pronunciation learning very well. He also helps in terms of listening too. Anyway, it's really useful ...",en,0.9873222708702087
32904,57854,,5,"I'm crazy about really great helping to accept speaking, so I have to be solid downloading that I want to pronounce the English pronunciation","i be crazy about really great help to accept speaking, so i have to be solid download that i want to pronounce the english pronunciation","I'm crazy about really great helping to accept speaking, so I have to be solid downloading that I want to pronounce the English pronunciation",en,0.9468947649002075
32905,57855,,5,Exciting and fun English learning applications. I understand and understand what Ai said,excite and fun english learn applications. i understand and understand what ai say,Exciting and fun English learning applications. I understand and understand what Ai said,en,0.934966504573822
32906,57856,,4,"The program is good, but unfortunately paid, if it's free it seems cooler ...","the program be good, but unfortunately paid, if it be free it seem cooler.","The program is good, but unfortunately paid, if it's free it seems cooler ...",en,0.9114372730255127
32907,57857,,4,"The application is good, quite helpful. Unfortunately this application is paid so it is not suitable for me the free connoisseurs :)","the application be good, quite helpful. unfortunately this application be pay so it be not suitable for me the free connoisseur","The application is good, quite helpful. Unfortunately this application is paid so it is not suitable for me the free connoisseurs :)",en,0.8465324640274048
32908,57858,,5,Applications that are very useful and help in learning English. great anyway,application that be very useful and help in learn english. great anyway,Applications that are very useful and help in learning English. great anyway,en,0.95771723985672
32909,57859,,5,"This application is suitable for those who want to learn language, but if you can VIP, don't be too expensive, this application is in my opinion it's good","this application be suitable for those who want to learn language, but if you can vip, do not be too expensive, this application be in my opinion it be good","This application is suitable for those who want to learn language, but if you can VIP, don't be too expensive, this application is in my opinion it's good",en,0.9465389251708984
32910,57860,,5,Very good application for learning English vocals and can fill spare time,very good application for learn english vocal and can fill spare time,Very good application for learning English vocals and can fill spare time,en,0.9146806001663208
32911,57861,,5,"The original is very exciting, even though it's simple but very useful for learning Speaking English ... Good and worth it!","the original be very exciting, even though it be simple but very useful for learn speak english. good and worth it!","The original is very exciting, even though it's simple but very useful for learning Speaking English ... Good and worth it!",en,0.9654167890548706
32912,57862,,4,"The application is really kren, I just found out even though it is paid but can learn anywhere and anytime this is really kren","the application be really kren, i just find out even though it be pay but can learn anywhere and anytime this be really kren","The application is really kren, I just found out even though it is paid but can learn anywhere and anytime this is really kren",en,0.9695834517478943
32913,57863,,5,"Only one day using the benefits, the learning module is simple, easy and clear","only one day use the benefits, the learning module be simple, easy and clear","Only one day using the benefits, the learning module is simple, easy and clear",en,0.7415817379951477
32914,57864,,5,"This application really helped me in practicing speaking in English, and also I was more enthusiastic about learning","this application really help me in practice speaking in english, and also i be more enthusiastic about learn","This application really helped me in practicing speaking in English, and also I was more enthusiastic about learning",en,0.9596066474914551
32915,57865,,5,"The application is really good, very detailed, which parts are wrong and which one is right, really good","the application be really good, very detailed, which part be wrong and which one be right, really good","The application is really good, very detailed, which parts are wrong and which one is right, really good",en,0.9847763180732727
32916,57866,,5,With the application Elsa we can learn English and make our English greetings smoother.,with the application elsa we can learn english and make our english greeting smoother.,With the application Elsa we can learn English and make our English greetings smoother.,en,0.9082350730895996
32917,57867,,5,The application is very helpful for beginners and who want to learn to speak in English (self -taught),the application be very helpful for beginner and who want to learn to speak in english self -taught,The application is very helpful for beginners and who want to learn to speak in English (self -taught),en,0.9716432690620422
32918,57868,,5,"This APK is really good, very helpful in learning true English pronunciation","this apk be really good, very helpful in learn true english pronunciation","This APK is really good, very helpful in learning true English pronunciation",en,0.9110704064369202
32919,57869,,4,"The application is not an introduction to the word ,,,, more to learn how to talk to the correct English, so it is considered again if you want to download this","the application be not an introduction to the word, more to learn how to talk to the correct english, so it be consider again if you want to download this","The application is not an introduction to the word ,,,, more to learn how to talk to the correct English, so it is considered again if you want to download this",en,0.9109400510787964
32920,57870,,5,"I am very grateful for what Elsa is because with many training, I have started to speak English. Thank you very much","i be very grateful for what elsa be because with many training, i have start to speak english. thank you very much","I am very grateful for what Elsa is because with many training, I have started to speak English. Thank you very much",en,0.9863881468772888
32921,57871,,5,"This Elsa Speak application is very good in understanding us how to listen, reading. And there is still more","this elsa speak application be very good in understand u how to listen, reading. and there be still more","This Elsa Speak application is very good in understanding us how to listen, reading. And there is still more",en,0.9692237377166748
32922,57872,,5,This application is very helpful especially in training speaking because it's really detail correcting errors and correcting errors in speaking,this application be very helpful especially in train speaking because it be really detail correcting error and correct error in speaking,This application is very helpful especially in training speaking because it's really detail correcting errors and correcting errors in speaking,en,0.9448588490486145
32923,57873,,5,Really good app ... the language is also not rigid ... really recommended for those who want to learn pronunciation ....,really good app. the language be also not rigid. really recommended for those who want to learn pronunciation.,Really good app ... the language is also not rigid ... really recommended for those who want to learn pronunciation ....,en,0.9754188656806946
32924,57874,,5,"The application is cool and very helpful, especially for people who have difficulty learning English in class. This application is recommended.","the application be cool and very helpful, especially for people who have difficulty learn english in class. this application be recommended.","The application is cool and very helpful, especially for people who have difficulty learning English in class. This application is recommended.",en,0.9714805483818054
32925,57875,,5,"This is crazy. Really good .. for those of you who want to learn English, especially for speaking, this is really good","this be crazy. really good. for those of you who want to learn english, especially for speaking, this be really good","This is crazy. Really good .. for those of you who want to learn English, especially for speaking, this is really good",en,0.9810671806335449
32926,57876,,5,"Suddenly appeared on IG, install, learn the contents of 15 minutes, really good without thinking for a long time upgraded for 1 year. Smg can fluent 😃","suddenly appear on ig, install, learn the content of 15 minutes, really good without think for a long time upgrade for 1 year. smg can fluent 😃","Suddenly appeared on IG, install, learn the contents of 15 minutes, really good without thinking for a long time upgraded for 1 year. Smg can fluent 😃",en,0.9403977990150452
32927,57877,,5,"This cool is good for those who have already learned English but if it's still right, ""my beginner, I suggest but in my opinion, but it's better to try it hihihi ...","this cool be good for those who have already learn english but if it be still right, ""my beginner, i suggest but in my opinion, but it be well to try it hihihi.","This cool is good for those who have already learned English but if it's still right, ""my beginner, I suggest but in my opinion, but it's better to try it hihihi ...",en,0.951557457447052
32928,57878,,1,"Is this the application deaf or what? I have repeated until 50x, the application is still the application, I haven't read the text, this apk is what you want","be this the application deaf or what? i have repeat until 50x, the application be still the application, i have not read the text, this apk be what you want","Is this the application deaf or what? I have repeated until 50x, the application is still the application, I haven't read the text, this apk is what you want",en,0.9267873167991638
32929,57879,,4,"good ... but the cost of subscription can be cheaper ... let it make it easy if it can be 25,000 a month ... I just gave a 5 star","good. but the cost of subscription can be cheaper. let it make it easy if it can be 25, 000 a month. i just give a 5 star","good ... but the cost of subscription can be cheaper ... let it make it easy if it can be 25,000 a month ... I just gave a 5 star",en,0.8523723483085632
32930,57880,,5,"Honest reviews like this really apk, can practice English pronunciation and our understanding is very good, please reproduce Gameny","honest review like this really apk, can practice english pronunciation and our understanding be very good, please reproduce gameny","Honest reviews like this really apk, can practice English pronunciation and our understanding is very good, please reproduce Gameny",en,0.9145587086677551
32931,57881,,1,strange application why when speaking microphone it doesn't work even though it has been restarted many times LOL U SHOULD FIX THE BUG,strange application why when speak microphone it do not work even though it have be restart many time lol u should fix the bug,strange application why when speaking microphone it doesn't work even though it has been restarted many times LOL U SHOULD FIX THE BUG,en,0.9274369478225708
32932,57882,,5,very helpful to understand the differences in each word and help how to read the correct English language. Thank you Elsa Speak ❤ ❤,very helpful to understand the difference in each word and help how to read the correct english language. thank you elsa speak ❤ ❤,very helpful to understand the differences in each word and help how to read the correct English language. Thank you Elsa Speak❤❤,en,0.9564385414123535
32933,57883,,5,"The application is very good, especially in the way it is pronunciation and how to read English makes the way of speaking better than before. Thanks","the application be very good, especially in the way it be pronunciation and how to read english make the way of speak good than before. thanks","The application is very good, especially in the way it is pronunciation and how to read English makes the way of speaking better than before. Thanks",en,0.9543172121047974
32934,57884,,5,"This apk is really good for those who want to learn English ... but try to delete the premium ,, in multiple for non -premium ones ...","this apk be really good for those who want to learn english. but try to delete the premium, in multiple for non -premium ones.","This apk is really good for those who want to learn English ... but try to delete the premium ,, in multiple for non -premium ones ...",en,0.9700568914413452
32935,57885,,5,"The learning given is very easy to understand, love to use Elsa as my English teacher","the learning give be very easy to understand, love to use elsa as my english teacher","The learning given is very easy to understand, love to use Elsa as my English teacher",en,0.9641249179840088
32936,57886,,5,From this application we learn English easily how to pronounce and how to understand the grammar is easy to understand,from this application we learn english easily how to pronounce and how to understand the grammar be easy to understand,From this application we learn English easily how to pronounce and how to understand the grammar is easy to understand,en,0.9549670815467834
32937,57887,,5,"The AI ​​application is crazy, it's really cool. Details are also in each word even the letters. Best","the ai application be crazy, it be really cool. detail be also in each word even the letters. best","The AI ​​application is crazy, it's really cool. Details are also in each word even the letters. Best",en,0.9345690608024597
32938,57888,,5,"Wau really, in terms of learning methods that are suitable for personal, also know, so it will make it easier for us to learn English 🎊 🎊 🤙🏻","wau really, in term of learn method that be suitable for personal, also know, so it will make it easy for u to learn english 🎊 🎊 🤙","Wau really, in terms of learning methods that are suitable for personal, also know, so it will make it easier for us to learn English 🎊🎊🤙🏻",en,0.9435588717460632
32939,57889,,5,"Very helpful in the pronunciation of sentences, applications that are very suitable to start self -taught English in RMH 😁 👍","very helpful in the pronunciation of sentences, application that be very suitable to start self -taught english in rmh 😁 👍","Very helpful in the pronunciation of sentences, applications that are very suitable to start self -taught English in RMH 😁👍",en,0.9502078890800476
32940,57890,,5,the application is very good,the application be very good,the application is very good,en,0.964152991771698
32941,57891,,5,"Very good for those who want to learn special conversations, there are so many skills that are suitable for learning. Very good!","very good for those who want to learn special conversations, there be so many skill that be suitable for learning. very good!","Very good for those who want to learn special conversations, there are so many skills that are suitable for learning. Very good!",en,0.9814447164535522
32942,57892,,5,bad oath we can learn to speak English if wrong later later the best lh,bad oath we can learn to speak english if wrong later later the best lh,bad oath we can learn to speak English if wrong later later the best lh,en,0.9613752961158752
32943,57893,,5,"The coolest application that I have ever encountered to learn English, hopefully in the future it will be better and many download","the cool application that i have ever encounter to learn english, hopefully in the future it will be good and many download","The coolest application that I have ever encountered to learn English, hopefully in the future it will be better and many download",en,0.9523308873176575
32944,57894,,5,"Pretty good and interesting, it's just that there is a lack of translation in Indonesian, so as well as being learned what it means.","pretty good and interesting, it be just that there be a lack of translation in indonesian, so as well as be learn what it means.","Pretty good and interesting, it's just that there is a lack of translation in Indonesian, so as well as being learned what it means.",en,0.9832461476325989
32945,57895,,5,Good is very helpful to learn,good be very helpful to learn,Good is very helpful to learn,en,0.9798266887664795
32946,57896,,5,"This application is very good for me who is very difficult to pronounce the pronunciation of Baha Ingirs that can't be heard, thank you the best application","this application be very good for me who be very difficult to pronounce the pronunciation of baha ingirs that cannot be heard, thank you the best application","This application is very good for me who is very difficult to pronounce the pronunciation of Baha Ingirs that can't be heard, thank you the best application",en,0.9431125521659851
32947,57897,,3,"It's really good to train the tongue to speak foreign languages, but there is no translation of 70% must be premium","it be really good to train the tongue to speak foreign languages, but there be no translation of 70% must be premium","It's really good to train the tongue to speak foreign languages, but there is no translation of 70% must be premium",en,0.9487043023109436
32948,57898,,5,"Very helpful for me in learning English, from the beginning I don't like it, to really like this mapel 😍 😍 😍 😍","very helpful for me in learn english, from the beginning i do not like it, to really like this mapel 😍 😍 😍 😍","Very helpful for me in learning English, from the beginning I don't like it, to really like this mapel😍😍😍😍",en,0.9616623520851135
32949,57899,,5,"quite easy to use for the intonation of pronunciation that is given, easy and very helpful not's problem","quite easy to use for the intonation of pronunciation that be given, easy and very helpful nots problem","quite easy to use for the intonation of pronunciation that is given, easy and very helpful not's problem",en,0.9220741987228394
32950,57900,,4,"It's good, I like it, but it's really limited if we don't buy the package, I want to buy it, but there's no money, I have to be expensive ... so I have to save it like it is, friend, my friend ""I want to be very good at English 🙂","it be good, i like it, but it be really limited if we do not buy the package, i want to buy it, but there be no money, i have to be expensive. so i have to save it like it is, friend, my friend ""i want to be very good at english 🙂","It's good, I like it, but it's really limited if we don't buy the package, I want to buy it, but there's no money, I have to be expensive ... so I have to save it like it is, friend, my friend ""I want to be very good at English 🙂",en,0.9743974804878235
32951,57901,,5,"I like this application, I have used almost 3 years and my English is well improved. Thank You","i like this application, i have use almost 3 year and my english be well improved. thank you","I like this application, I have used almost 3 years and my English is well improved. Thank You",en,0.9424134492874146
32952,57902,,5,"APK is really good, this apk can calculate the scores we have practiced speak English. Honestly, you won't regret downloading this application","apk be really good, this apk can calculate the score we have practice speak english. honestly, you will not regret download this application","APK is really good, this apk can calculate the scores we have practiced speak English. Honestly, you won't regret downloading this application",en,0.9223210215568542
32953,57903,,5,The application is good even though there are obstacles when the first is the loading is slow but overall ok,the application be good even though there be obstacle when the first be the loading be slow but overall ok,The application is good even though there are obstacles when the first is the loading is slow but overall ok,en,0.9218280911445618
32954,57904,,5,Very helpful 💐,very helpful 💐,Very helpful💐,en,0.9887025952339172
32955,57905,,5,"Good application. really and suitable for beginners who are studying b.inggris, a fairly clear explanation","good application. really and suitable for beginner who be study b. inggris, a fairly clear explanation","Good application. really and suitable for beginners who are studying b.inggris, a fairly clear explanation",en,0.8380129337310791
32956,57906,,5,Very good who want the intention to learn English you must try !!!!!!!!!!!!,very good who want the intention to learn english you must try!,Very good who want the intention to learn English you must try !!!!!!!!!!!!,en,0.9879342913627625
32957,57907,,3,"What's wrong with this application, I have logged in, why was told to log in back and forth, what was the mistake?","what be wrong with this application, i have log in, why be tell to log in back and forth, what be the mistake?","What's wrong with this application, I have logged in, why was told to log in back and forth, what was the mistake?",en,0.9599927663803101
32958,57908,,5,"Thank you for Helping My Study 🥺 Apk, this is very helpful for those who want to be good at English, recommend the facilities okay.","thank you for help my study 🥺 apk, this be very helpful for those who want to be good at english, recommend the facility okay.","Thank you for Helping My Study🥺 Apk, this is very helpful for those who want to be good at English, recommend the facilities okay.",en,0.955490231513977
32959,57909,,5,extraordinary and fun,extraordinary and fun,extraordinary and fun,en,0.7719212174415588
32960,57910,,5,very good helping learning English but to level up must be paid,very good help learn english but to level up must be pay,very good helping learning English but to level up must be paid,en,0.9777769446372986
32961,57911,,5,good to learn English but it's free to learn English so you don't have to pay,good to learn english but it be free to learn english so you do not have to pay,good to learn English but it's free to learn English so you don't have to pay,en,0.9597940444946289
32962,57912,,3,"3 first. And you deserve to be 5 stars, if there is a meaning, all of them .... successful and very useful 🙏 ❤️","3 first. and you deserve to be 5 stars, if there be a meaning, all of them. successful and very useful 🙏 ❤","3 first. And you deserve to be 5 stars, if there is a meaning, all of them .... successful and very useful 🙏❤️",en,0.9585174918174744
32963,57913,,1,"Just using the APK already really lag even slashing anything the loading is endless, even though I want to try.","just use the apk already really lag even slash anything the loading be endless, even though i want to try.","Just using the APK already really lag even slashing anything the loading is endless, even though I want to try.",en,0.9749999046325684
32964,57914,,4,wow really good,wow really good,wow really good,en,0.9863121509552002
32965,57915,,3,"good, but it must be premium to be used every day","good, but it must be premium to be use every day","good, but it must be premium to be used every day",en,0.896674394607544
32966,57916,,5,Assalamualaikum warahmatullahi wabarakatuh thanks to this APK for providing convenience for anyone who wants to learn English may Allah repay the kindness that has made this APK and I hope this APK will be better than now thank you so much so much,assalamualaikum warahmatullahi wabarakatuh thanks to this apk for provide convenience for anyone who want to learn english may allah repay the kindness that have make this apk and i hope this apk will be good than now thank you so much so much,Assalamualaikum warahmatullahi wabarakatuh thanks to this APK for providing convenience for anyone who wants to learn English may Allah repay the kindness that has made this APK and I hope this APK will be better than now thank you so much so much,en,0.9296793341636658
32967,57917,,5,Learn with Elsa to improve our vocals in speaking English. highly recommended for beginners.,learn with elsa to improve our vocal in speak english. highly recommend for beginners.,Learn with Elsa to improve our vocals in speaking English. highly recommended for beginners.,en,0.9565438628196716
32968,57918,,1,Why did I run out of upgrade to the pro for one month but how come the else is still not upgraded. Even though my Google Play balance has been cut,why do i run out of upgrade to the pro for one month but how come the else be still not upgraded. even though my google play balance have be cut,Why did I run out of upgrade to the pro for one month but how come the else is still not upgraded. Even though my Google Play balance has been cut,en,0.9662085771560669
32969,57919,,5,good but in bates):,good but in bates,good but in bates):,en,0.9642667174339294
32970,57920,,5,"very helpful, thank you very much Elsa","very helpful, thank you very much elsa","very helpful, thank you very much Elsa",en,0.9940956234931946
32971,57921,,5,The best application for learning English pronunciation is easy ... really recommended,the best application for learn english pronunciation be easy. really recommended,The best application for learning English pronunciation is easy ... really recommended,en,0.9051662087440491
