level_0,index,content,score,clean_content,minimal_content,en_content,lang,lang_prob
30738,53454,,5,"Finally, there is an application that helps you in the correct pronunciation very wonderful","finally, there be an application that help you in the correct pronunciation very wonderful","Finally, there is an application that helps you in the correct pronunciation very wonderful",en,0.9303514957427979
30739,53455,,5,"Roh, a very rigid program, to improve the pronunciation of English","roh, a very rigid program, to improve the pronunciation of english","Roooooooh, a very rigid program, to improve the pronunciation of English",en,0.8710968494415283
30740,53456,,5,Excellent and helps in learning if you are patient and understood,excellent and help in learn if you be patient and understood,Excellent and helps in learning if you are patient and understood,en,0.895260214805603
30741,53457,,5,A wonderful and very useful application in the improvement of speech,a wonderful and very useful application in the improvement of speech,A wonderful and very useful application in the improvement of speech,en,0.9464312195777893
30742,53458,,5,A great application to improve the English language,a great application to improve the english language,A great application to improve the English language,en,0.8414480090141296
30743,53459,,5,More than a wonderful application I enjoyed and good from English in a short time,more than a wonderful application i enjoy and good from english in a short time,More than a wonderful application I enjoyed and good from English in a short time,en,0.9517298340797424
30744,53460,,5,Good and wonderful application to learn to speak and hear,good and wonderful application to learn to speak and hear,Good and wonderful application to learn to speak and hear,en,0.9825851917266846
30745,53461,,3,Beautiful and useful if it supports the translation except Arabic,beautiful and useful if it support the translation except arabic,Beautiful and useful if it supports the translation except Arabic,en,0.7908380627632141
30746,53462,,5,Wonderful and very useful to learn English,wonderful and very useful to learn english,Wonderful and very useful to learn English,en,0.9394756555557251
30747,53463,,4,"The application is beautiful and wealth, but it is all Angech, so it is the first thing that I will feel difficult and good luck, God willing.","the application be beautiful and wealth, but it be all angech, so it be the first thing that i will feel difficult and good luck, god willing.","The application is beautiful and wealth, but it is all Angech, so it is the first thing that I will feel difficult and good luck, God willing.",en,0.9133623838424683
30748,53464,,5,"An excellent application, but I ask me to subscribe and I do not have money to subscribe","an excellent application, but i ask me to subscribe and i do not have money to subscribe","An excellent application, but I ask me to subscribe and I do not have money to subscribe",en,0.9337726831436157
30749,53465,,5,A very excellent and special application for pronunciation 😊,a very excellent and special application for pronunciation 😊,A very excellent and special application for pronunciation 😊,en,0.9318204522132874
30750,53466,,3,Good to learn to read and spell it and the way of pronouncing,good to learn to read and spell it and the way of pronounce,Good to learn to read and spell it and the way of pronouncing,en,0.9669045209884644
30751,53467,,5,A more than wonderful application helps you improve your language beautifully,a more than wonderful application help you improve your language beautifully,A more than wonderful application helps you improve your language beautifully,en,0.8777121305465698
30752,53468,,5,"The best application, but for me the interface is a little complicated means difficult","the best application, but for me the interface be a little complicated mean difficult","The best application, but for me the interface is a little complicated means difficult",en,0.8941641449928284
30753,53471,,5,A wonderful and beautiful program that shows a lot of the word and vocal letters of the word,a wonderful and beautiful program that show a lot of the word and vocal letter of the word,A wonderful and beautiful program that shows a lot of the word and vocal letters of the word,en,0.9104540348052979
30754,53473,,2,"Good application, but there is no Arabic language until you understand the explanation","good application, but there be no arabic language until you understand the explanation","Good application, but there is no Arabic language until you understand the explanation",en,0.9135008454322815
30755,53474,,5,Beautiful program suitable for all ages and all categories,beautiful program suitable for all age and all category,Beautiful program suitable for all ages and all categories,en,0.8623508214950562
30756,53475,,4,Wonderful but most features are paid.,wonderful but most feature be paid.,Wonderful but most features are paid.,en,0.8853281736373901
30757,53476,,5,An unparalleled application in the full sense of the word I advise you to try it,an unparalleled application in the full sense of the word i advise you to try it,An unparalleled application in the full sense of the word I advise you to try it,en,0.9400998950004578
30758,53477,,3,The strongest program for teaching English,the strong program for teach english,The strongest program for teaching English,en,0.8765899538993835
30759,53480,,3,Sometimes one needs to know and translate some of the words he learns. The person cannot learn without knowing the meanings,sometimes one need to know and translate some of the word he learns. the person cannot learn without know the meaning,Sometimes one needs to know and translate some of the words he learns. The person cannot learn without knowing the meanings,en,0.9616167545318604
30760,53481,,5,"Very cool, I advise you to download it and start learning","very cool, i advise you to download it and start learning","Very cool, I advise you to download it and start learning",en,0.9824779629707336
30761,53482,,5,"Add a camel composition, and to develop audio","add a camel composition, and to develop audio","Add a camel composition, and to develop audio",en,0.8674801588058472
30762,53483,,5,"Excellent, I hope it will remain available without the need to subscribe","excellent, i hope it will remain available without the need to subscribe","Excellent, I hope it will remain available without the need to subscribe",en,0.8768947124481201
30763,53484,,5,It is one of the most beautiful applications that follow a comment that does not hesitate to come because it is very sweet. She benefits a lot and learned new things with a people !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,it be one of the most beautiful application that follow a comment that do not hesitate to come because it be very sweet. she benefit a lot and learn new thing with a people! !,It is one of the most beautiful applications that follow a comment that does not hesitate to come because it is very sweet. She benefits a lot and learned new things with a people !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,en,0.9535704255104065
30764,53485,,5,"Very nice application for pronunciation, thank you ELSA team","very nice application for pronunciation, thank you elsa team","Very nice application for pronunciation, thank you ELSA team",en,0.9219484925270081
30765,53486,,4,It does not contain its translation in the local language,it do not contain it be translation in the local language,It does not contain its translation in the local language,en,0.6743403673171997
30766,53487,,5,Wonderful app for Android,wonderful app for android,Wonderful app for Android,en,0.6706991195678711
30767,53488,,5,A very ideal application for learning the English language,a very ideal application for learn the english language,A very ideal application for learning the English language,en,0.9377105236053467
30768,53489,,5,Very very excellent and comfortable and also lets you speak the word shout,very very excellent and comfortable and also let u you speak the word shout,Very very excellent and comfortable and also lets you speak the word shout,en,0.991881787776947
30769,53490,,2,"After reading the stimulating comments .... I carried the application, but I was shocked by that I am not free and I am as a secondary student, I do not have an expense like creation 😑 what benefit me","after read the stimulate comments. i carry the application, but i be shock by that i be not free and i be as a secondary student, i do not have an expense like creation 😑 what benefit me","After reading the stimulating comments .... I carried the application, but I was shocked by that I am not free and I am as a secondary student, I do not have an expense like creation 😑 what benefit me",en,0.9519065618515015
30770,53491,,5,"This is the best interactive program to learn English, frankly, start 😎 😍","this be the best interactive program to learn english, frankly, start 😎 😍","This is the best interactive program to learn English, frankly, start 😎😍",en,0.7125052809715271
30771,53492,,5,"Good, but I want the same applicable to learn the French language, please","good, but i want the same applicable to learn the french language, please","Good, but I want the same applicable to learn the French language, please",en,0.938382089138031
30772,53493,,1,The application has no advantage because it is not free of charge every year. I hope that it is free,the application have no advantage because it be not free of charge every year. i hope that it be free,The application has no advantage because it is not free of charge every year. I hope that it is free,en,0.9469965696334839
30773,53494,,4,"An excellent application, but it has a lot of paid services","an excellent application, but it have a lot of pay service","An excellent application, but it has a lot of paid services",en,0.9793634414672852
30774,53495,,3,I hope it becomes free and depends on ads.,i hope it become free and depend on ads.,I hope it becomes free and depends on ads.,en,0.9814016819000244
30775,53496,,4,Good and useful to adjust the pronunciation pronouncement,good and useful to adjust the pronunciation pronouncement,Good and useful to adjust the pronunciation pronouncement,en,0.8374503254890442
30776,53497,,1,"A paid application, in a free experience, but you must enter your card data and frankly, this is the worst way for free experience in applications","a pay application, in a free experience, but you must enter your card data and frankly, this be the bad way for free experience in application","A paid application, in a free experience, but you must enter your card data and frankly, this is the worst way for free experience in applications",en,0.9201235175132751
30777,53498,,5,The best application to develop the level of English language use,the best application to develop the level of english language use,The best application to develop the level of English language use,en,0.8265500664710999
30778,53499,,5,Wonderful program to learn English,wonderful program to learn english,Wonderful program to learn English,en,0.8649765849113464
30779,53500,,5,"A very masterpiece application and helps to improve the American dialect, and not, but this is a beautiful feeling 😍","a very masterpiece application and help to improve the american dialect, and not, but this be a beautiful feeling 😍","A very masterpiece application and helps to improve the American dialect, and not, but this is a beautiful feeling 😍",en,0.933784544467926
30780,53501,,5,A good application to learn the English language I recommend it,a good application to learn the english language i recommend it,A good application to learn the English language I recommend it,en,0.870278000831604
30781,53502,,4,"Wonderful, I started using it now, really helps me to retrieve my English, thank you","wonderful, i start use it now, really help me to retrieve my english, thank you","Wonderful, I started using it now, really helps me to retrieve my English, thank you",en,0.8396859765052795
30782,53503,,4,Very cool according to my simple experience and its price is appropriate,very cool accord to my simple experience and it be price be appropriate,Very cool according to my simple experience and its price is appropriate,en,0.8917577266693115
30783,53504,,5,"A very beautiful program and also useful to the maximum, and I recommend downloading it","a very beautiful program and also useful to the maximum, and i recommend download it","A very beautiful program and also useful to the maximum, and I recommend downloading it",en,0.9555908441543579
30784,53505,,5,Excellent and very wonderful to learn the language,excellent and very wonderful to learn the language,Excellent and very wonderful to learn the language,en,0.9559857249259949
30785,53506,,5,"I just use the app, but I think it will be very useful in developing the skill of speaking","i just use the app, but i think it will be very useful in develop the skill of speaking","I just use the app, but I think it will be very useful in developing the skill of speaking",en,0.9660853147506714
30786,53507,,4,"The app is amazing, but I feel that it does not receive the sound well","the app be amazing, but i feel that it do not receive the sound well","The app is amazing, but I feel that it does not receive the sound well",en,0.9571660161018372
30787,53508,,4,Lessons are difficult for children,lesson be difficult for child,Lessons are difficult for children,en,0.9246788620948792
30788,53509,,5,"Very useful, wonderful and very seriously helping you learn","very useful, wonderful and very seriously help you learn","Very useful, wonderful and very seriously helping you learn",en,0.9870877265930176
30789,53510,,5,"The most important application of Joulali for education, but the disadvantage is that it is available limited only for free","the most important application of joulali for education, but the disadvantage be that it be available limited only for free","The most important application of Joulali for education, but the disadvantage is that it is available limited only for free",en,0.911946177482605
30790,53511,,5,"Very useful, helps to reduce the control of the tone on the tongue","very useful, help to reduce the control of the tone on the tongue","Very useful, helps to reduce the control of the tone on the tongue",en,0.9504514932632446
30791,53512,,5,The best translation program ever,the best translation program ever,The best translation program ever,en,0.8316189646720886
30792,53513,,3,"When I choose a lesson, I say to me, please wait a long time","when i choose a lesson, i say to me, please wait a long time","When I choose a lesson, I say to me, please wait a long time",en,0.7858999371528625
30793,53514,,5,Useful to develop reading and listening,useful to develop reading and listening,Useful to develop reading and listening,en,0.8822214007377625
30794,53515,,1,The program is updated.,the program be updated.,The program is updated.,en,0.7425946593284607
30795,53516,,5,A program in the utmost magnificence .. I advise all people very excellent and above the excellent .. Thanks to the developers ❤️,a program in the utmost magnificence. i advise all people very excellent and above the excellent. thanks to the developer ❤,A program in the utmost magnificence .. I advise all people very excellent and above the excellent .. Thanks to the developers ❤️,en,0.9365404844284058
30796,53517,,5,Useful to improve the English dialect ...,useful to improve the english dialect.,Useful to improve the English dialect ...,en,0.7289326190948486
30797,53518,,5,Very excellent to improve speech,very excellent to improve speech,Very excellent to improve speech,en,0.9754775166511536
30798,53519,,4,The application must be translated into Arabic,the application must be translate into arabic,The application must be translated into Arabic,en,0.8200551271438599
30799,53520,,5,More than wonderful,more than wonderful,More than wonderful,en,0.8633859157562256
30800,53521,,5,The best application to improve your English language,the best application to improve your english language,The best application to improve your English language,en,0.8330193758010864
30801,53522,,1,I deleted it because it is not free,i delete it because it be not free,I deleted it because it is not free,en,0.9501359462738037
30802,53523,,4,"I participated and deduct the amount, but I did not do the subscription","i participate and deduct the amount, but i do not do the subscription","I participated and deduct the amount, but I did not do the subscription",en,0.8323004841804504
30803,53524,,5,"Sweet and easy, but I hope it will complete for free","sweet and easy, but i hope it will complete for free","Sweet and easy, but I hope it will complete for free",en,0.8621580004692078
30804,53525,,5,"Until now, the experience is very useful and excited, and you do not need arbitrariness. If I had a subscription money, I was participating","until now, the experience be very useful and excited, and you do not need arbitrariness. if i have a subscription money, i be participate","Until now, the experience is very useful and excited, and you do not need arbitrariness. If I had a subscription money, I was participating",en,0.896609902381897
30805,53526,,1,"A bad bad, do not be deceived by a heavy drive","a bad bad, do not be deceive by a heavy drive","A bad bad, do not be deceived by a heavy drive",en,0.9568893909454346
30806,53527,,1,I face a problem every time I want to enter a lesson requesting a login and does not enter the lesson,i face a problem every time i want to enter a lesson request a login and do not enter the lesson,I face a problem every time I want to enter a lesson requesting a login and does not enter the lesson,en,0.7955154180526733
30807,53528,,4,I loved the application very much. It has a lot of free lessons,i love the application very much. it have a lot of free lesson,I loved the application very much. It has a lot of free lessons,en,0.9723455905914307
30808,53529,,4,"Something beautiful, but payment, why is it like to learn the language","something beautiful, but payment, why be it like to learn the language","Something beautiful, but payment, why is it like to learn the language",en,0.9464872479438782
30809,53530,,5,The best trainer will test you and then design the appropriate lessons,the best trainer will test you and then design the appropriate lesson,The best trainer will test you and then design the appropriate lessons,en,0.7652997374534607
30810,53531,,1,"Forbidden to withdraw from the creed, very large sums","forbidden to withdraw from the creed, very large sum","Forbidden to withdraw from the creed, very large sums",en,0.9901391863822937
30811,53532,,5,An excellent work thanks to the developer and I hope to add a translation to benefit more,an excellent work thanks to the developer and i hope to add a translation to benefit more,An excellent work thanks to the developer and I hope to add a translation to benefit more,en,0.9279182553291321
30812,53533,,5,Program in the end of magnificence and easy to deal with it,program in the end of magnificence and easy to deal with it,Program in the end of magnificence and easy to deal with it,en,0.9463056325912476
30813,53534,,4,"Unfortunately, French does not know, but he knows the pronunciation of English in the best way 😊","unfortunately, french do not know, but he know the pronunciation of english in the best way 😊","Unfortunately, French does not know, but he knows the pronunciation of English in the best way 😊",en,0.9177948832511902
30814,53535,,5,Beautiful program easy to use,beautiful program easy to use,Beautiful program easy to use,en,0.7905278205871582
30815,53536,,2,I want free applications for conversation with an?,i want free application for conversation with an?,I want free applications for conversation with an?,en,0.8875609040260315
30816,53537,,5,"By God the Great, the best application I used to learn the English language","by god the great, the best application i use to learn the english language","By God the Great, the best application I used to learn the English language",en,0.8861186504364014
30817,53538,,5,"A wonderful application in principle, but not all free","a wonderful application in principle, but not all free","A wonderful application in principle, but not all free",en,0.8365893959999084
30818,53539,,5,Very excellent summit of beauty and elegance deserves more than five stars,very excellent summit of beauty and elegance deserves more than five star,Very excellent summit of beauty and elegance deserves more than five stars,en,0.9471985101699829
30819,53540,,5,Interacting with the program is very fun and smooth,interact with the program be very fun and smooth,Interacting with the program is very fun and smooth,en,0.9502615332603455
30820,53541,,5,It helps to develop the language (with the people) I advise you ✌🏻 🙂,it help to develop the language with the people i advise you ✌ 🙂,It helps to develop the language (with the people) I advise you ✌🏻🙂,en,0.9606361389160156
30821,53542,,1,"The application is not free, unfortunate","the application be not free, unfortunate","The application is not free, unfortunate",en,0.7875549793243408
30822,53543,,5,"The application is crazy, and when you make a mistake, the letters tell you that you are mistaken and tell you the proportions that you speak like the people of the language once sweet. I hope that people carry it","the application be crazy, and when you make a mistake, the letter tell you that you be mistaken and tell you the proportion that you speak like the people of the language once sweet. i hope that people carry it","The application is crazy, and when you make a mistake, the letters tell you that you are mistaken and tell you the proportions that you speak like the people of the language once sweet. I hope that people carry it",en,0.9471067786216736
30823,53544,,5,"Nice program, but I am a starter, and I did not understand the program because it was the majority of it in English","nice program, but i be a starter, and i do not understand the program because it be the majority of it in english","Nice program, but I am a starter, and I did not understand the program because it was the majority of it in English",en,0.9000862836837769
30824,53545,,3,"I wrote my mother tongue, which is Arabic. However, all the words in the English application until follows, learn to speak what I know its meaning","i write my mother tongue, which be arabic. however, all the word in the english application until follows, learn to speak what i know it be mean","I wrote my mother tongue, which is Arabic. However, all the words in the English application until follows, learn to speak what I know its meaning",en,0.9638373851776123
30825,53546,,5,"True, I advise anyone who wants to learn a language to download","true, i advise anyone who want to learn a language to download","True, I advise anyone who wants to learn a language to download",en,0.9596109986305237
30826,53547,,1,The Arabic language is 100% non -supported,the arabic language be 100% non -supported,The Arabic language is 100% non -supported,en,0.5339149832725525
30827,53548,,5,The Baga program is a wonderful program. I advise every person who descends and downloads a program that translates,the baga program be a wonderful program. i advise every person who descend and download a program that translate,The Baga program is a wonderful program. I advise every person who descends and downloads a program that translates,en,0.7926340103149414
30829,53550,,5,An excellent application in learning a proper word,an excellent application in learn a proper word,An excellent application in learning a proper word,en,0.8765949606895447
30830,53551,,5,"Many are sweet, but if it is better translated","many be sweet, but if it be well translate","Many are sweet, but if it is better translated",en,0.8312397003173828
30831,53552,,5,"I have not tried it yet, but it is reported that it is beautiful. I hope it will be free","i have not try it yet, but it be report that it be beautiful. i hope it will be free","I have not tried it yet, but it is reported that it is beautiful. I hope it will be free",en,0.9489794969558716
30832,53553,,5,Excellent and good to learn and pronounce,excellent and good to learn and pronounce,Excellent and good to learn and pronounce,en,0.9727660417556763
30833,53555,,5,It develops the language for young people and I recommend his experience,it develop the language for young people and i recommend his experience,It develops the language for young people and I recommend his experience,en,0.9810593128204346
30834,53556,,1,He boasts him and very failed what he deserves,he boast him and very fail what he deserve,He boasts him and very failed what he deserves,en,0.9980014562606812
30835,53557,,1,"If I want to change the language, do what please reply quickly","if i want to change the language, do what please reply quickly","If I want to change the language, do what please reply quickly",en,0.9128745794296265
30836,53558,,4,I will give him four stars until I complete the experience ... but I think it is a program,i will give him four star until i complete the experience. but i think it be a program,I will give him four stars until I complete the experience ... but I think it is a program,en,0.9741058349609375
30837,53559,,1,"VISA has been deducted for the free period of 5 Jordanian dinars. Why is it free how can it be restored, please reply quickly","visa have be deduct for the free period of 5 jordanian dinars. why be it free how can it be restored, please reply quickly","VISA has been deducted for the free period of 5 Jordanian dinars. Why is it free how can it be restored, please reply quickly",en,0.9056758880615234
30838,53560,,2,"Nice program, but it is paid, not free","nice program, but it be paid, not free","Nice program, but it is paid, not free",en,0.8736578822135925
30839,53561,,4,"The app is very excellent, but unfortunately not free","the app be very excellent, but unfortunately not free","The app is very excellent, but unfortunately not free",en,0.9523816108703613
30840,53562,,2,"Unfortunately, it does not support the Arabic language","unfortunately, it do not support the arabic language","Unfortunately, it does not support the Arabic language",en,0.8720654249191284
30841,53563,,5,The best application in the world to teach speech,the best application in the world to teach speech,The best application in the world to teach speech,en,0.9134963750839233
30842,53564,,1,A failed application I do not recommend asking to open the internet and heavy,a failed application i do not recommend ask to open the internet and heavy,A failed application I do not recommend asking to open the internet and heavy,en,0.892615795135498
30843,53565,,5,A very excellent program 👌 achieved great benefit.,a very excellent program 👌 achieve great benefit.,A very excellent program 👌 achieved great benefit.,en,0.9117915034294128
30844,53566,,4,"Sweet, but please open the parts that are not free","sweet, but please open the part that be not free","Sweet, but please open the parts that are not free",en,0.9331027865409851
30845,53567,,5,The best application to learn languages ​​like what you love,the best application to learn language like what you love,The best application to learn languages ​​like what you love,en,0.8826133012771606
30846,53568,,5,A great program. My language has evolved. I thank the designers for this great program,a great program. my language have evolved. i thank the designer for this great program,A great program. My language has evolved. I thank the designers for this great program,en,0.8910043835639954
30847,53569,,5,"Thank you very much for your generous presence for everything beautiful, wonderful and distinguished","thank you very much for your generous presence for everything beautiful, wonderful and distinguish","Thank you very much for your generous presence for everything beautiful, wonderful and distinguished",en,0.9260851144790649
30848,53570,,5,Very beautiful will be happy to pronounce words very well 😍 😍 😍,very beautiful will be happy to pronounce word very well 😍 😍 😍,Very beautiful will be happy to pronounce words very well 😍😍😍,en,0.9831693172454834
30849,53571,,5,Excellent and I hope it is free and easy for everyone,excellent and i hope it be free and easy for everyone,Excellent and I hope it is free and easy for everyone,en,0.9130834341049194
30850,53572,,5,"Very very cool, I advise him to download the program","very very cool, i advise him to download the program","Very very cool, I advise him to download the program",en,0.997326672077179
30851,53573,,5,"This application came down and you will not regret, believe me.","this application come down and you will not regret, believe me.","This application came down and you will not regret, believe me.",en,0.951191782951355
30852,53574,,2,The application is severe and easy to open,the application be severe and easy to open,The application is severe and easy to open,en,0.8980482220649719
30853,53575,,5,I ask you to add an application related to the French language. Do not learn and thank you very much for this beautiful application ♥ ️ 👑,i ask you to add an application relate to the french language. do not learn and thank you very much for this beautiful application ♥ 👑,I ask you to add an application related to the French language. Do not learn and thank you very much for this beautiful application ♥ ️👑,en,0.9439132213592529
30854,53576,,5,"Wonderful, but unfortunately most of the courses are not free and this is unfortunate 😟","wonderful, but unfortunately most of the course be not free and this be unfortunate 😟","Wonderful, but unfortunately most of the courses are not free and this is unfortunate 😟",en,0.9045228958129883
30855,53577,,5,"Good, but we hope that other languages ​​will be added 🌟","good, but we hope that other language will be add 🌟","Good, but we hope that other languages ​​will be added 🌟",en,0.8880731463432312
30856,53578,,4,Apply more than wonderful 💕 I hope you are preparing the language of the program to Arabic,apply more than wonderful 💕 i hope you be prepare the language of the program to arabic,Apply more than wonderful 💕 I hope you are preparing the language of the program to Arabic,en,0.8647350668907166
30857,53579,,5,I recommend it .. very interesting and very interactive I liked and I will recommend friends,i recommend it. very interesting and very interactive i like and i will recommend friend,I recommend it .. very interesting and very interactive I liked and I will recommend friends,en,0.9746055006980896
30858,53580,,5,"Onceever, fun, the application, and my Lord feels all the following learned from the English language comes here, talking to robots. My brother, I felt that I was sitting with a real person. My Lord deserves five stars","onceever, fun, the application, and my lord feel all the follow learn from the english language come here, talk to robots. my brother, i felt that i be sit with a real person. my lord deserve five star","Onceever, fun, the application, and my Lord feels all the following learned from the English language comes here, talking to robots. My brother, I felt that I was sitting with a real person. My Lord deserves five stars",en,0.9332481026649475
30859,53581,,1,Under waiting,under wait,Under waiting,en,0.9632731676101685
30860,53582,,4,Very cool ... but it works on the Internet.,very cool. but it work on the internet.,Very cool ... but it works on the Internet.,en,0.9708762764930725
30861,53583,,4,"The application is a terrible, sweet, but paid, I hope it will be free of charge","the application be a terrible, sweet, but paid, i hope it will be free of charge","The application is a terrible, sweet, but paid, I hope it will be free of charge",en,0.8935248851776123
30862,53584,,4,Excellent to pronounce and hearing,excellent to pronounce and hearing,Excellent to pronounce and hearing,en,0.9557055830955505
30863,53585,,5,"Excellent, I got new, and I did not know a lot of words, but I wish the translation is in front of the words instead of the pictures","excellent, i get new, and i do not know a lot of words, but i wish the translation be in front of the word instead of the picture","Excellent, I got new, and I did not know a lot of words, but I wish the translation is in front of the words instead of the pictures",en,0.9081131815910339
30864,53586,,5,A more wonderful application and very good pronunciation 🔥,a more wonderful application and very good pronunciation 🔥,A more wonderful application and very good pronunciation 🔥,en,0.9071249961853027
30865,53587,,2,It is not suitable for any beginner person; There are no instructions and do not support the Arabic language!?,it be not suitable for any beginner person there be no instruction and do not support the arabic language! ?,It is not suitable for any beginner person; There are no instructions and do not support the Arabic language!?,en,0.7874913215637207
30866,53588,,1,"A very failed application, yes, it is the worst application in the whole world, but in all galaxies, why do you announce it every minute.","a very failed application, yes, it be the bad application in the whole world, but in all galaxies, why do you announce it every minute.","A very failed application, yes, it is the worst application in the whole world, but in all galaxies, why do you announce it every minute.",en,0.9245975017547607
30867,53589,,5,"A very fun application, you must try it, you will not regret it","a very fun application, you must try it, you will not regret it","A very fun application, you must try it, you will not regret it",en,0.9554097056388855
30868,53590,,4,"Excellent, but the subscription price is so much","excellent, but the subscription price be so much","Excellent, but the subscription price is so much",en,0.9018623232841492
30869,53591,,5,Wonderful application to speak the language well,wonderful application to speak the language well,Wonderful application to speak the language well,en,0.9558209180831909
30870,53592,,4,"Very good, but because with money, I will not give him a complete validity. Thank you","very good, but because with money, i will not give him a complete validity. thank you","Very good, but because with money, I will not give him a complete validity. Thank you",en,0.980004608631134
30871,53593,,4,Very excellent and easy to use,very excellent and easy to use,Very excellent and easy to use,en,0.975488543510437
30872,53594,,5,The most accurate program that really improves pronunciation,the most accurate program that really improve pronunciation,The most accurate program that really improves pronunciation,en,0.9489812254905701
30873,53595,,5,I advise everyone to download it very useful,i advise everyone to download it very useful,I advise everyone to download it very useful,en,0.9661109447479248
30874,53596,,5,Very useful and I recommend downloading the program,very useful and i recommend download the program,Very useful and I recommend downloading the program,en,0.9196630716323853
30875,53597,,5,God is the most beautiful application,god be the most beautiful application,God is the most beautiful application,en,0.7573550939559937
30876,53598,,5,A useful application in pronunciation and suitable for all ages,a useful application in pronunciation and suitable for all age,A useful application in pronunciation and suitable for all ages,en,0.8801578283309937
30877,53599,,5,"Great crazy and more than wonderful, but you must be the lowest known as the basics","great crazy and more than wonderful, but you must be the low know as the basic","Great crazy and more than wonderful, but you must be the lowest known as the basics",en,0.9813441634178162
30878,53601,,5,Deficient and educational application for the farthest limits,deficient and educational application for the farthest limit,Deficient and educational application for the farthest limits,en,0.829573929309845
30879,53602,,5,"Very excellent, I recommend learning in tests","very excellent, i recommend learn in test","Very excellent, I recommend learning in tests",en,0.9422299861907959
30880,53603,,1,"I do not advise me any beginner, because it is not an Arabic language, and every thing is in me","i do not advise me any beginner, because it be not an arabic language, and every thing be in me","I do not advise me any beginner, because it is not an Arabic language, and every thing is in me",en,0.8507710695266724
30881,53604,,5,The application is more than wonderful and fast learning,the application be more than wonderful and fast learning,The application is more than wonderful and fast learning,en,0.915300190448761
30882,53605,,5,A wonderful beautiful application that makes you talk without mistakes 😍 😍 by its divorce,a wonderful beautiful application that make you talk without mistake 😍 😍 by it be divorce,A wonderful beautiful application that makes you talk without mistakes 😍😍 by its divorce,en,0.9568716883659363
30883,53606,,5,More than great application to improve your English language,more than great application to improve your english language,More than great application to improve your English language,en,0.9171280264854431
30884,53607,,1,"By God, the worst application is surprising from his fame ... Everything is paid.","by god, the bad application be surprise from his fame. everything be paid.","By God, the worst application is surprising from his fame ... Everything is paid.",en,0.9746327996253967
30885,53608,,1,A very bad application and it is not recommended to use it,a very bad application and it be not recommend to use it,A very bad application and it is not recommended to use it,en,0.9452190399169922
30886,53609,,5,"The app is very cool, but I wish it is all free","the app be very cool, but i wish it be all free","The app is very cool, but I wish it is all free",en,0.9234670996665955
30887,53610,,3,"Excellent, but it needs to be modified","excellent, but it need to be modify","Excellent, but it needs to be modified",en,0.8998188972473145
30888,53611,,5,"Amazing, but subscription prices are somewhat high","amazing, but subscription price be somewhat high","Amazing, but subscription prices are somewhat high",en,0.8821220397949219
30889,53612,,5,"By God, it is beautiful, but it is not like in the announcement, appreciation with a number, not in words","by god, it be beautiful, but it be not like in the announcement, appreciation with a number, not in word","By God, it is beautiful, but it is not like in the announcement, appreciation with a number, not in words",en,0.9498403072357178
30890,53613,,1,"It is supposed to be free at first glance, and then my optional subscription is not in this compulsory way","it be suppose to be free at first glance, and then my optional subscription be not in this compulsory way","It is supposed to be free at first glance, and then my optional subscription is not in this compulsory way",en,0.7799637317657471
30891,53614,,5,Apply more than wonderful and everyone will benefit from it,apply more than wonderful and everyone will benefit from it,Apply more than wonderful and everyone will benefit from it,en,0.9512982368469238
30892,53615,,5,"The program is more than wonderful, try and you will not regret it is more than five stars","the program be more than wonderful, try and you will not regret it be more than five star","The program is more than wonderful, try and you will not regret it is more than five stars",en,0.930767834186554
30893,53616,,5,"Indeed, this is the best application for learning the English language","indeed, this be the best application for learn the english language","Indeed, this is the best application for learning the English language",en,0.8107380867004395
30894,53617,,1,"Bad, although I am an Arab, but there is no Arab in it and ask me in English if I know Angech, why to carry your program","bad, although i be an arab, but there be no arab in it and ask me in english if i know angech, why to carry your program","Bad, although I am an Arab, but there is no Arab in it and ask me in English if I know Angech, why to carry your program",en,0.9064183831214905
30895,53618,,5,"The program was successful, but can anyone make it in the Arabic language so that we know we learn, I am not a starter, please advise","the program be successful, but can anyone make it in the arabic language so that we know we learn, i be not a starter, please advise","The program was successful, but can anyone make it in the Arabic language so that we know we learn, I am not a starter, please advise",en,0.9400675296783447
30896,53619,,4,Very beautiful and can be used,very beautiful and can be use,Very beautiful and can be used,en,0.9657316207885742
30897,53620,,5,An excellent app helps you talk,an excellent app help you talk,An excellent app helps you talk,en,0.9759469628334045
30898,53622,,5,And my Lord is a beautiful and useful application in every sense of the word,and my lord be a beautiful and useful application in every sense of the word,And my Lord is a beautiful and useful application in every sense of the word,en,0.8888935446739197
30899,53623,,4,The program so far is very excellent. I advise you to try it,the program so far be very excellent. i advise you to try it,The program so far is very excellent. I advise you to try it,en,0.9354575872421265
