index,content,score,clean_content,minimal_content,lang,lang_prob,en_content,star_sentiment,vader_sentiment,vader_score,roberta_sentiment,roberta_confidence,roberta_conf_neg,roberta_conf_neu,roberta_conf_pos
30629,,5,Fun and challenging,fun and challenging,en,0.8612598776817322,Fun and challenging,positive,positive,0.5994,positive,0.9078123,0.009451978,0.0827357,0.9078123
30630,,5,Cool Learning Place,cool learn place,en,0.7944294214248657,Cool Learning Place,positive,positive,0.3182,positive,0.8731569,0.01836064,0.10848244,0.8731569
30631,,1,"Damn Auto Debit, Cook without confirmation to the user that this is auto debit","damn auto debit, cook without confirmation to the user that this be auto debit",en,0.741949200630188,"Damn Auto Debit, Cook without confirmation to the user that this is auto debit",negative,negative,-0.4019,negative,0.8269815,0.8269815,0.16350071,0.0095178215
30632,,3,"The study set menu is increased again, given an edit feature such as deleted phrases or other. Don't just add. The study set menu is very useful as a flash card for those who want to memorize vocab.","the study set menu be increase again, give an edit feature such as deleted phrase or other. do not just add. the study set menu be very useful as a flash card for those who want to memorize vocab.",en,0.9595806002616882,"The study set menu is increased again, given an edit feature such as deleted phrases or other. Don't just add. The study set menu is very useful as a flash card for those who want to memorize vocab.",neutral,positive,0.6997,neutral,0.5145399,0.018826298,0.5145399,0.4666338
30633,,5,"The application is very good and helps in learning English really recommended especially for those who might want to learn ottodidak this application is very good. I want to ask for this premium package, do you have to pay full or can it be tired every month? Please respond. Thanksyou","the application be very good and help in learn english really recommend especially for those who might want to learn ottodidak this application be very good. i want to ask for this premium package, do you have to pay full or can it be tire every month? please respond. thanksyou",en,0.9631174206733704,"The application is very good and helps in learning English really recommended especially for those who might want to learn ottodidak this application is very good. I want to ask for this premium package, do you have to pay full or can it be tired every month? Please respond. Thanksyou",positive,positive,0.9279,positive,0.95801324,0.003005821,0.038980972,0.95801324
30634,,2,"I have paid for the Certificate Course: IELTS course bundle but 3 days later canceled even though I never asked for a cancellation. Tol9ng returns the bundle because my progress is far away. When this problem is resolved, I will give a 5 star. Thank you.","i have pay for the certificate course ielts course bundle but 3 day later cancel even though i never ask for a cancellation. tol9ng return the bundle because my progress be far away. when this problem be resolved, i will give a 5 star. thank you.",en,0.9106056094169616,"I have paid for the Certificate Course: IELTS course bundle but 3 days later canceled even though I never asked for a cancellation. Tol9ng returns the bundle because my progress is far away. When this problem is resolved, I will give a 5 star. Thank you.",negative,neutral,0.2761,negative,0.6462493,0.6462493,0.3279715,0.025779242
30635,,5,"Wow, so cool this time, find an application, can train me who is lacking/wrong pronunciation. Thank you for the application, I hope it is smooth fortune. For those who want to practice pronunciation /beginners haven't or you know b. British let's install the application guaranteed cool.","wow, so cool this time, find an application, can train me who be lacking/wrong pronunciation. thank you for the application, i hope it be smooth fortune. for those who want to practice pronunciation /beginners have not or you know b. british let u install the application guarantee cool.",en,0.8795191645622253,"Wow, so cool this time, find an application, can train me who is lacking/wrong pronunciation. Thank you for the application, I hope it is smooth fortune. For those who want to practice pronunciation /beginners haven't or you know b. British let's install the application guaranteed cool.",positive,positive,0.9402,positive,0.9480447,0.01162224,0.040333025,0.9480447
30636,,5,The application is good for those who want to learn English is easy because there is an educational video how to pronounce it and if we are wrong then we can repeat again. the pokonya is good for those who are just learning English,the application be good for those who want to learn english be easy because there be an educational video how to pronounce it and if we be wrong then we can repeat again. the pokonya be good for those who be just learn english,en,0.9211375713348388,The application is good for those who want to learn English is easy because there is an educational video how to pronounce it and if we are wrong then we can repeat again. the pokonya is good for those who are just learning English,positive,positive,0.7096,positive,0.73442453,0.020714743,0.24486071,0.73442453
30637,,5,"The application really helped me in learning English. It is suitable for me who is still having difficulty learning language and with the learning method provided by this application is easy to understand, so as to accelerate me in learning the ability to speak English. Thank you ""Elsa Speak"" 🙌 👍","the application really help me in learn english. it be suitable for me who be still have difficulty learn language and with the learn method provide by this application be easy to understand, so as to accelerate me in learn the ability to speak english. thank you ""elsa speak"" 🙌 👍",en,0.9683820605278016,"The application really helped me in learning English. It is suitable for me who is still having difficulty learning language and with the learning method provided by this application is easy to understand, so as to accelerate me in learning the ability to speak English. Thank you ""Elsa Speak"" 🙌👍",positive,positive,0.807,positive,0.9660384,0.0034816968,0.030479906,0.9660384
30638,,5,The application is killer (wrong yes wrong) ... I like it ... feels learning with native. As a advice please increase the AI ​​so that it is smarter in assessing the truth of our pronunciation. So thank you ..........,the application be killer wrong yes wrong . i like it. feel learn with native. as a advice please increase the ai so that it be smarter in assess the truth of our pronunciation. so thank you.,en,0.9465020895004272,The application is killer (wrong yes wrong) ... I like it ... feels learning with native. As a advice please increase the AI ​​so that it is smarter in assessing the truth of our pronunciation. So thank you ..........,positive,positive,0.7042,neutral,0.46141386,0.26730013,0.46141386,0.2712861
30639,,5,"Very good, but my pocket is empty 😂 Even though I want to learn full saving first, thanks for a 1% YouTube channel for the recommendation, again likes this application, but per day can only be free 5/5 want unclock, everything hasn't been available, be patient, if there is money, you can","very good, but my pocket be empty 😂 even though i want to learn full save first, thanks for a 1% youtube channel for the recommendation, again like this application, but per day can only be free 5/5 want unclock, everything have not be available, be patient, if there be money, you can",en,0.8792555928230286,"Very good, but my pocket is empty 😂 Even though I want to learn full saving first, thanks for a 1% YouTube channel for the recommendation, again likes this application, but per day can only be free 5/5 want unclock, everything hasn't been available, be patient, if there is money, you can",positive,positive,0.9562,positive,0.84097147,0.035780247,0.12324828,0.84097147
30640,,5,"Those who always complain can't speak English and English is difficult. Come first, change your mindset into English is easy and I can speak English. Then after your mindset changes, download the Elsa application, now! Elsa application is different from other applications. Want to know what is the difference in download and feel the difference yourself. Thank You","those who always complain cannot speak english and english be difficult. come first, change your mindset into english be easy and i can speak english. then after your mindset changes, download the elsa application, now! elsa application be different from other applications. want to know what be the difference in download and feel the difference yourself. thank you",en,0.928161919116974,"Those who always complain can't speak English and English is difficult. Come first, change your mindset into English is easy and I can speak English. Then after your mindset changes, download the Elsa application, now! Elsa application is different from other applications. Want to know what is the difference in download and feel the difference yourself. Thank You",positive,neutral,0.2481,neutral,0.581068,0.25246492,0.581068,0.16646716
30641,,2,"No recommended for beginners. Very difficult. Lebay the application until you are tired of your mouth if you want to get a bangus score. My advice is to give the video that also shows the position of the lips when saying words in English. This is an expensive application, give a good quality.","no recommend for beginners. very difficult. lebay the application until you be tire of your mouth if you want to get a bangus score. my advice be to give the video that also show the position of the lip when say word in english. this be an expensive application, give a good quality.",en,0.946120262145996,"No recommended for beginners. Very difficult. Lebay the application until you are tired of your mouth if you want to get a bangus score. My advice is to give the video that also shows the position of the lips when saying words in English. This is an expensive application, give a good quality.",negative,neutral,0.1796,negative,0.7809884,0.7809884,0.20193036,0.01708123
30642,,5,The application is good to help facilitate vocal pronunciation in English. I hope this application can use advertisements for those who cannot afford the use of this application.,the application be good to help facilitate vocal pronunciation in english. i hope this application can use advertisement for those who cannot afford the use of this application.,en,0.8995125889778137,The application is good to help facilitate vocal pronunciation in English. I hope this application can use advertisements for those who cannot afford the use of this application.,positive,positive,0.8176,positive,0.89283764,0.0057925936,0.101369694,0.89283764
30643,,5,"Elsa is in terms of the most detailed pronunction from the other. The cost of subscription is also more affordable than the others. Unfortunately, to be able to enjoy access for free for only 7 days. After that, you have to pay, you can use it for free. If the others without paying can still be free access. Still appropriate according to quality","elsa be in term of the most detailed pronunction from the other. the cost of subscription be also more affordable than the others. unfortunately, to be able to enjoy access for free for only 7 days. after that, you have to pay, you can use it for free. if the others without pay can still be free access. still appropriate accord to quality",en,0.9673866033554076,"Elsa is in terms of the most detailed pronunction from the other. The cost of subscription is also more affordable than the others. Unfortunately, to be able to enjoy access for free for only 7 days. After that, you have to pay, you can use it for free. If the others without paying can still be free access. Still appropriate according to quality",positive,positive,0.872,neutral,0.52309465,0.04248191,0.52309465,0.43442348
30644,,5,"The learning technique is different from other applications, because there is a practice of speaking with AI and not too focused on theory. Recommended.","the learning technique be different from other applications, because there be a practice of speak with ai and not too focus on theory. recommended.",en,0.9619548320770264,"The learning technique is different from other applications, because there is a practice of speaking with AI and not too focused on theory. Recommended.",positive,neutral,0.2023,neutral,0.733992,0.026928151,0.733992,0.23907983
30645,,1,"Already subscribed to a year. When reopening it is even read free, not premium. The subscription from August, this is still in December. Please correct the application.","already subscribe to a year. when reopen it be even read free, not premium. the subscription from august, this be still in december. please correct the application.",en,0.9227041602134703,"Already subscribed to a year. When reopening it is even read free, not premium. The subscription from August, this is still in December. Please correct the application.",negative,positive,0.6808,negative,0.6422666,0.6422666,0.34241128,0.015322197
30646,,5,"This application is really good ,, not lying ,, this will be able to correct our pronunciation if wrong or inappropriate, and there are also a lot of exercise and challenges are really exciting anyway","this application be really good, not lying, this will be able to correct our pronunciation if wrong or inappropriate, and there be also a lot of exercise and challenge be really exciting anyway",en,0.953113853931427,"This application is really good ,, not lying ,, this will be able to correct our pronunciation if wrong or inappropriate, and there are also a lot of exercise and challenges are really exciting anyway",positive,positive,0.7861,positive,0.9564084,0.00801539,0.03557624,0.9564084
30647,,2,"What the heck ... the apk is Budeg ... even though I have spoken loudly + already shouted and in a quiet place but the apk still didn't hear and was told to try again ,, already 10 times I tried to be Budeg Ni Elsa ,, hadehh already learned the emotions, yes","what the heck. the apk be budeg. even though i have speak loudly + already shout and in a quiet place but the apk still do not hear and be tell to try again, already 10 time i try to be budeg ni elsa, hadehh already learn the emotions, yes",en,0.9289010167121888,"What the heck ... the apk is Budeg ... even though I have spoken loudly + already shouted and in a quiet place but the apk still didn't hear and was told to try again ,, already 10 times I tried to be Budeg Ni Elsa ,, hadehh already learned the emotions, yes",negative,positive,0.5499,negative,0.8012746,0.8012746,0.17673938,0.021985978
30648,,5,This application is very good there are geratis lessons that are easy. But if it's finished how come you have to pay it. But I can pay my mama who pays directly to open the geratis lesson if I go to the geratis lesson 😍 😍 😍 😀 🤩 🤩 👍 👍,this application be very good there be geratis lesson that be easy. but if it be finish how come you have to pay it. but i can pay my mama who pay directly to open the geratis lesson if i go to the geratis lesson 😍 😍 😍 😀 🤩 🤩 👍 👍,en,0.9088089466094972,This application is very good there are geratis lessons that are easy. But if it's finished how come you have to pay it. But I can pay my mama who pays directly to open the geratis lesson if I go to the geratis lesson 😍😍😍😀🤩🤩👍 👍,positive,neutral,0.0635,positive,0.931185,0.007599472,0.061215483,0.931185
30649,,4,"The application is really cool. Sorry, I want to subscribe for the second time but how come my payment continues to be rejected huh? Even though it's already filled in the Google Pay balance and then using Gopay and Shopee, how come all are rejected, not fined if it passes from the payment period?","the application be really cool. sorry, i want to subscribe for the second time but how come my payment continue to be reject huh? even though it be already fill in the google pay balance and then use gopay and shopee, how come all be rejected, not fin if it pass from the payment period?",en,0.9190542697906494,"The application is really cool. Sorry, I want to subscribe for the second time but how come my payment continues to be rejected huh? Even though it's already filled in the Google Pay balance and then using Gopay and Shopee, how come all are rejected, not fined if it passes from the payment period?",neutral,negative,-0.847,negative,0.5738573,0.5738573,0.307962,0.11818068
30650,,5,"Why do you have to call the application user ,, what is ... already dizzy can't b. English ... from the beginning I entered this application ... I was confused, the language was English ,, all ,, it should be given the language settings ... Thank you, I only wrote the one who tucked in my mind ,, if I didn't mean my writing, but I still love 5 stars ...","why do you have to call the application user, what is. already dizzy cannot b. english. from the beginning i enter this application. i be confused, the language be english, all, it should be give the language settings. thank you, i only write the one who tuck in my mind, if i do not mean my writing, but i still love 5 stars.",en,0.8735343217849731,"Why do you have to call the application user ,, what is ... already dizzy can't b. English ... from the beginning I entered this application ... I was confused, the language was English ,, all ,, it should be given the language settings ... Thank you, I only wrote the one who tucked in my mind ,, if I didn't mean my writing, but I still love 5 stars ...",positive,positive,0.7543,negative,0.72792554,0.72792554,0.22484237,0.047232077
30651,,5,"Why not from the first download, it turns out there is a lot of material. Yes, it is paid, I also download APK to learn other foreign languages ​​besides Elsa, and it is still paid because I have to look for the benefits of the APK Creator. So if Maslh is paid, it is still understandable, only here there is a certificate feature that I have been looking for. Finally found, thank you, I hope it's better in the future !!","why not from the first download, it turn out there be a lot of material. yes, it be paid, i also download apk to learn other foreign language besides elsa, and it be still pay because i have to look for the benefit of the apk creator. so if maslh be paid, it be still understandable, only here there be a certificate feature that i have be look for. finally found, thank you, i hope it be well in the future!",en,0.9291207194328308,"Why not from the first download, it turns out there is a lot of material. Yes, it is paid, I also download APK to learn other foreign languages ​​besides Elsa, and it is still paid because I have to look for the benefits of the APK Creator. So if Maslh is paid, it is still understandable, only here there is a certificate feature that I have been looking for. Finally found, thank you, I hope it's better in the future !!",positive,positive,0.902,neutral,0.56308234,0.043081757,0.56308234,0.39383593
30652,,3,"The initial use of AI application response is very good. After 3 months of use, the application response when hearing speaking is often not response / delay, so it is very annoying & waste my time. Disappointing even though using premium 😏","the initial use of ai application response be very good. after 3 month of use, the application response when hear speaking be often not response / delay, so it be very annoying & waste my time. disappoint even though use premium 😏",en,0.9455618262290956,"The initial use of AI application response is very good. After 3 months of use, the application response when hearing speaking is often not response / delay, so it is very annoying & waste my time. Disappointing even though using premium 😏",neutral,negative,-0.5598,negative,0.75319725,0.75319725,0.19136417,0.055438608
30653,,5,"This application is very good, it is very easy for us to learn English and also in AI, very good. But still have to be paid, but take it easy for those who do not want to subscribe can be free 5x learning a day.","this application be very good, it be very easy for u to learn english and also in ai, very good. but still have to be paid, but take it easy for those who do not want to subscribe can be free 5x learn a day.",en,0.9870954155921936,"This application is very good, it is very easy for us to learn English and also in AI, very good. But still have to be paid, but take it easy for those who do not want to subscribe can be free 5x learning a day.",positive,positive,0.9287,positive,0.91635764,0.010613994,0.07302839,0.91635764
30654,,5,"Thank you for the Elsa Speak application, I can easily learn that this application also teaches us the right pronunciation, and this application also gives us the opportunity to know our pronunciation which is rather lacking, so we can repeat the correct words so that we can say the right words or sentences.","thank you for the elsa speak application, i can easily learn that this application also teach u the right pronunciation, and this application also give u the opportunity to know our pronunciation which be rather lacking, so we can repeat the correct word so that we can say the right word or sentences.",en,0.9440872073173524,"Thank you for the Elsa Speak application, I can easily learn that this application also teaches us the right pronunciation, and this application also gives us the opportunity to know our pronunciation which is rather lacking, so we can repeat the correct words so that we can say the right words or sentences.",positive,positive,0.7845,positive,0.9118631,0.007889424,0.08024742,0.9118631
30655,,5,"Good for beginners, I who are used to the tour around Bali and Bule also like this ... for my sister Kls 2 elementary school is already smooth conversation, thanks elsa 😍 subscription is certainly cheap compared to learning with private tutors, keep learning brothers sister, don't miss it ..","good for beginners, i who be use to the tour around bali and bule also like this. for my sister kls 2 elementary school be already smooth conversation, thanks elsa 😍 subscription be certainly cheap compare to learn with private tutors, keep learn brother sister, do not miss it.",en,0.9534273743629456,"Good for beginners, I who are used to the tour around Bali and Bule also like this ... for my sister Kls 2 elementary school is already smooth conversation, thanks elsa 😍 subscription is certainly cheap compared to learning with private tutors, keep learning brothers sister, don't miss it ..",positive,positive,0.8791,positive,0.9755908,0.0035581742,0.020850984,0.9755908
30656,,5,"This application is very useful for those of you who are inferior because they are not good at English because in this application we can know the correct vocabulary and wrong, you must download it so you are confident and not inferior in English English lessons, friend 👌 👍","this application be very useful for those of you who be inferior because they be not good at english because in this application we can know the correct vocabulary and wrong, you must download it so you be confident and not inferior in english english lessons, friend 👌 👍",en,0.9155709147453308,"This application is very useful for those of you who are inferior because they are not good at English because in this application we can know the correct vocabulary and wrong, you must download it so you are confident and not inferior in English English lessons, friend 👌👍",positive,neutral,-0.0127,positive,0.7710318,0.040077087,0.1888911,0.7710318
30657,,5,"very helpful, but please add to have subscribed to the Pro level to be reproduced again freely talking with its AI, because it is very effective in helping to increase user creativity so that it gives words freely and can improve its learning","very helpful, but please add to have subscribe to the pro level to be reproduce again freely talk with it be ai, because it be very effective in help to increase user creativity so that it give word freely and can improve it be learn",en,0.9521948099136353,"very helpful, but please add to have subscribed to the Pro level to be reproduced again freely talking with its AI, because it is very effective in helping to increase user creativity so that it gives words freely and can improve its learning",positive,positive,0.9859,positive,0.9250893,0.005886537,0.06902416,0.9250893
30658,,1,"This application was originally very good, fast, and Fastresponed. But when I use premium in 2 months, I have a lot of problems that I experienced. Disappointed 🥲","this application be originally very good, fast, and fastresponed. but when i use premium in 2 months, i have a lot of problem that i experienced. disappointed 🥲",en,0.9693511724472046,"This application was originally very good, fast, and Fastresponed. But when I use premium in 2 months, I have a lot of problems that I experienced. Disappointed 🥲",negative,negative,-0.7652,negative,0.8892711,0.8892711,0.094171725,0.016557224
30659,,3,"Please help to stop the free trial service, because you don't want to subscribe. Thank You. I have been looking for a button or writing stop subscription, but not found.","please help to stop the free trial service, because you do not want to subscribe. thank you. i have be look for a button or write stop subscription, but not found.",en,0.940468966960907,"Please help to stop the free trial service, because you don't want to subscribe. Thank You. I have been looking for a button or writing stop subscription, but not found.",neutral,positive,0.4747,negative,0.89587146,0.89587146,0.097165965,0.0069625634
30660,,5,"Very helpful for me, so it's easy to know where the lerak is in our words when the pronunciation of words in English and in my opinion is very recommended for those of you who want to learn English","very helpful for me, so it be easy to know where the lerak be in our word when the pronunciation of word in english and in my opinion be very recommended for those of you who want to learn english",en,0.9555729627609252,"Very helpful for me, so it's easy to know where the lerak is in our words when the pronunciation of words in English and in my opinion is very recommended for those of you who want to learn English",positive,positive,0.8248,positive,0.90410244,0.0061265007,0.089771,0.90410244
30661,,4,"The application is not responsive, I try to get high grades but AI detection assumes that my speech is not appropriate. Even though before the update is not like this. Please fix it","the application be not responsive, i try to get high grade but ai detection assume that my speech be not appropriate. even though before the update be not like this. please fix it",en,0.9269824028015136,"The application is not responsive, I try to get high grades but AI detection assumes that my speech is not appropriate. Even though before the update is not like this. Please fix it",neutral,neutral,0.0561,negative,0.89546424,0.89546424,0.09557864,0.008957102
30662,,5,"Very good application with learning AI is more precise and akhurat, you can choose levels and interest in learning according to your needs, really recommended","very good application with learn ai be more precise and akhurat, you can choose level and interest in learn accord to your needs, really recommend",en,0.963418424129486,"Very good application with learning AI is more precise and akhurat, you can choose levels and interest in learning according to your needs, really recommended",positive,positive,0.8396,positive,0.9583307,0.0052085994,0.036460653,0.9583307
30663,,5,Initially know this from Chanel one percent it turns out that the APK helped really to learn new beginners like me. Easy to understand. So it doesn't have to be far private tutoring. Initially trying a trial for a day can only be only 5 times it turns out cool too. Next I'm going to subscribe,initially know this from chanel one percent it turn out that the apk help really to learn new beginner like me. easy to understand. so it do not have to be far private tutoring. initially try a trial for a day can only be only 5 time it turn out cool too. next i be go to subscribe,en,0.9424998760223388,Initially know this from Chanel one percent it turns out that the APK helped really to learn new beginners like me. Easy to understand. So it doesn't have to be far private tutoring. Initially trying a trial for a day can only be only 5 times it turns out cool too. Next I'm going to subscribe,positive,positive,0.8555,positive,0.9057953,0.0055085206,0.088696264,0.9057953
30664,,5,"I really like this application. This is an exciting challenge in learning English, especially learning to speak correctly. For now the application is problematic after I pay subscription. I have sent an email to Elsa. Hopefully this can be completed well.","i really like this application. this be an exciting challenge in learn english, especially learn to speak correctly. for now the application be problematic after i pay subscription. i have send an email to elsa. hopefully this can be complete well.",en,0.9216097593307496,"I really like this application. This is an exciting challenge in learning English, especially learning to speak correctly. For now the application is problematic after I pay subscription. I have sent an email to Elsa. Hopefully this can be completed well.",positive,positive,0.7778,positive,0.9701976,0.004251547,0.025550863,0.9701976
30665,,5,"Great ... I like it, I learned, I am glad I, the more a lot of pronunciation I am wrong and the origin of the sound .... thank you, hopefully the features will be more challenging the free 👍","great. i like it, i learned, i be glad i, the more a lot of pronunciation i be wrong and the origin of the sound. thank you, hopefully the feature will be more challenge the free 👍",en,0.8937926292419434,"Great ... I like it, I learned, I am glad I, the more a lot of pronunciation I am wrong and the origin of the sound .... thank you, hopefully the features will be more challenging the free 👍",positive,positive,0.9419,positive,0.9426137,0.013389373,0.043996867,0.9426137
30666,,5,Like this can help me to be active in learning English because this application has prepared a word to be spoken and also when the wrong pronunciation will be re -explained,like this can help me to be active in learn english because this application have prepare a word to be speak and also when the wrong pronunciation will be re -explained,en,0.9502651691436768,Like this can help me to be active in learning English because this application has prepared a word to be spoken and also when the wrong pronunciation will be re -explained,positive,positive,0.5859,neutral,0.38086873,0.031935334,0.38086873,0.58719593
30667,,2,"I don't like the pronunciation of intonation, even though the sound has been emphasized or degraded but it is still wrong. Please fix it again","i do not like the pronunciation of intonation, even though the sound have be emphasize or degrade but it be still wrong. please fix it again",en,0.90555602312088,"I don't like the pronunciation of intonation, even though the sound has been emphasized or degraded but it is still wrong. Please fix it again",negative,negative,-0.5726,negative,0.9205009,0.9205009,0.073960036,0.005539011
30668,,5,"cool application. Suitable for learning pronunciation better. Unfortunately, it is still paid even though in the AI ​​era is free.","cool application. suitable for learn pronunciation better. unfortunately, it be still pay even though in the ai era be free.",en,0.9283940196037292,"cool application. Suitable for learning pronunciation better. Unfortunately, it is still paid even though in the AI ​​era is free.",positive,positive,0.6908,positive,0.8245008,0.015872126,0.15962708,0.8245008
30669,,5,Very very good to learn English. So it's more confident to talk. The free one is good especially paid the benefits are not maen !!!!,very very good to learn english. so it be more confident to talk. the free one be good especially pay the benefit be not maen!,en,0.923288643360138,Very very good to learn English. So it's more confident to talk. The free one is good especially paid the benefits are not maennn !!!!,positive,positive,0.9485,positive,0.96912974,0.0041313027,0.02673894,0.96912974
30670,,2,"It can't be understood by the language, because I am still learning English, but why the application has all English settings, I have difficulty understanding, it must be gimannya 🙄, yes please make it easy again, the language settings are not Indonesian","it cannot be understand by the language, because i be still learn english, but why the application have all english settings, i have difficulty understanding, it must be gimannya 🙄, yes please make it easy again, the language setting be not indonesian",en,0.917919933795929,"It can't be understood by the language, because I am still learning English, but why the application has all English settings, I have difficulty understanding, it must be gimannya🙄, yes please make it easy again, the language settings are not Indonesian",negative,positive,0.8047,negative,0.85289145,0.85289145,0.13341242,0.01369608
30671,,5,Waww .. really cool ... just I really like this application ... really suitable for those who want to train the skill speaking through various types of conversation.,waww. really cool. just i really like this application. really suitable for those who want to train the skill speak through various type of conversation.,en,0.983992636203766,Waaaww .. really cool ... just I really like this application ... really suitable for those who want to train the skill speaking through various types of conversation.,positive,positive,0.6894,positive,0.9834167,0.0026691596,0.0139141735,0.9834167
30672,,5,"This is really good application, for those who want to learn to talk in English, no need to be embarrassed ... because they are taught and if you talk wrongly, like it, like it","this be really good application, for those who want to learn to talk in english, no need to be embarrassed. because they be taught and if you talk wrongly, like it, like it",en,0.9859979152679444,"This is really good application, for those who want to learn to talk in English, no need to be embarrassed ... because they are taught and if you talk wrongly, like it, like it",positive,positive,0.5849,positive,0.80334574,0.032957185,0.163697,0.80334574
30673,,1,Really bad .. the loading is long time old,really bad. the loading be long time old,en,0.8604243397712708,Really bad .. the loading is long time old,negative,negative,-0.5849,negative,0.9185941,0.9185941,0.07258143,0.008824451
30674,,5,"A very good and cool application I like it and appreciate this application because it really helps me in learning and also brings me to learn in an interesting way that is unique and cool I like this application, thank you to the team and all the developers hopefully will be more successful and hopefully it will be better and better and cool again (I download it from Instagram for getting advertisements and then I downloaded and it turns out this application is very good 👍","a very good and cool application i like it and appreciate this application because it really help me in learn and also bring me to learn in an interesting way that be unique and cool i like this application, thank you to the team and all the developer hopefully will be more successful and hopefully it will be good and good and cool again i download it from instagram for get advertisement and then i download and it turn out this application be very good 👍",en,0.9518640637397766,"A very good and cool application I like it and appreciate this application because it really helps me in learning and also brings me to learn in an interesting way that is unique and cool I like this application, thank you to the team and all the developers hopefully will be more successful and hopefully it will be better and better and cool again (I download it from Instagram for getting advertisements and then I downloaded and it turns out this application is very good 👍",positive,positive,0.9917,positive,0.9831297,0.003599376,0.013270934,0.9831297
30675,,5,"Thank you very much for Elsa Speak. Because I use this APK so I am smooth B. England. But APK uses a quota. At that time I didn't have a quota, ehh, I can't open the APK. But thank God I was smooth B. England. Thank you Elsa Speak 😘 😘 😘","thank you very much for elsa speak. because i use this apk so i be smooth b. england. but apk use a quota. at that time i do not have a quota, ehh, i cannot open the apk. but thank god i be smooth b. england. thank you elsa speak 😘 😘 😘",en,0.8419120907783508,"Thank you very much for Elsa Speak. Because I use this APK so I am smooth B. England. But APK uses a quota. At that time I didn't have a quota, ehh, I can't open the APK. But thank God I was smooth B. England. Thank you Elsa Speak😘😘😘",positive,positive,0.872,positive,0.8312687,0.03773999,0.13099124,0.8312687
30676,,5,"I really like this application. This is very helpful to improve my personal English, I am happy to be able to learn from this application, thanks, hopefully the features will be better for the future 😊 👍🏻","i really like this application. this be very helpful to improve my personal english, i be happy to be able to learn from this application, thanks, hopefully the feature will be good for the future 😊 👍",en,0.9295756816864014,"I really like this application. This is very helpful to improve my personal English, I am happy to be able to learn from this application, thanks, hopefully the features will be better for the future 😊👍🏻",positive,positive,0.965,positive,0.9876909,0.002926304,0.009382785,0.9876909
30677,,4,"I give 4 first because it's a bit slow, even though the app is very good and very helpful but unfortunately slow and some of the features can't be used are very disappointing, please fix it again kk","i give 4 first because it be a bit slow, even though the app be very good and very helpful but unfortunately slow and some of the feature cannot be use be very disappointing, please fix it again kk",en,0.9674403071403505,"I give 4 first because it's a bit slow, even though the app is very good and very helpful but unfortunately slow and some of the features can't be used are very disappointing, please fix it again kk",neutral,neutral,0.1344,negative,0.88135433,0.88135433,0.099106014,0.019539697
30678,,4,"Happy to study with Elsa, but he said, add 5 friends to get 1 month Pro not right, the friend I invite has downloaded and login but only 1 that reads in the application, so it is a friend of the friend to invite his friend can be free pro 1 month not right so 4 stars 4 sj.","happy to study with elsa, but he said, add 5 friend to get 1 month pro not right, the friend i invite have download and login but only 1 that read in the application, so it be a friend of the friend to invite his friend can be free pro 1 month not right so 4 star 4 sj.",en,0.9164090752601624,"Happy to study with Elsa, but he said, add 5 friends to get 1 month Pro not right, the friend I invite has downloaded n login but only 1 that reads in the application, so it is a friend of the friend to invite his friend can be free pro 1 month not right so 4 stars 4 sj.",neutral,positive,0.9862,neutral,0.57334244,0.34966275,0.57334244,0.07699481
30679,,5,"Extraordinary applications, helping us speak English correctly, if there is additional help from daily vocabulary, even more stable sis.","extraordinary applications, help u speak english correctly, if there be additional help from daily vocabulary, even more stable sis.",en,0.8640112280845642,"Extraordinary applications, helping us speak English correctly, if there is additional help from daily vocabulary, even more stable sis.",positive,positive,0.7841,positive,0.87711835,0.006989263,0.11589237,0.87711835
30680,,5,"This application is really cool! Really can practice the way of pronunciation, and the features are also completely like the video discussion that is easy to understand. Best App!","this application be really cool! really can practice the way of pronunciation, and the feature be also completely like the video discussion that be easy to understand. best app!",en,0.9578002095222472,"This application is really cool! Really can practice the way of pronunciation, and the features are also completely like the video discussion that is easy to understand. Best App!",positive,positive,0.9197,positive,0.98598087,0.00302272,0.0109964525,0.98598087
30681,,5,"Good for those of us who are just learning English, I think we can add other ""sophisticated features like being able to translate the word"" that we say too 🙂","good for those of u who be just learn english, i think we can add other ""sophisticated feature like be able to translate the word"" that we say too 🙂",en,0.9275755286216736,"Good for those of us who are just learning English, I think we can add other ""sophisticated features like being able to translate the word"" that we say too 🙂",positive,positive,0.8402,positive,0.8412124,0.010436464,0.1483511,0.8412124
30682,,5,"The application is interesting, the learning adjusts to the skills we have so it can focus more on the not good parts","the application be interesting, the learning adjust to the skill we have so it can focus more on the not good part",en,0.9287139177322388,"The application is interesting, the learning adjusts to the skills we have so it can focus more on the not good parts",positive,neutral,0.0757,neutral,0.45905805,0.13985184,0.45905805,0.40109015
30683,,5,Applications that really help me like and recommendations for those of you who want to learn English and how to say it with good again. 😍 😍 😍,application that really help me like and recommendation for those of you who want to learn english and how to say it with good again. 😍 😍 😍,en,0.9868560433387756,Applications that really help me like and recommendations for those of you who want to learn English and how to say it with good again. 😍😍😍,positive,positive,0.8384,positive,0.9638576,0.0046494612,0.031492945,0.9638576
