level_0,index,content,score,clean_content,minimal_content,en_content,lang,lang_prob
36697,64962,,1,The app is getting worse,the app be get bad,The app is getting worse,en,0.7185608148574829
36698,64963,,5,Good but slightly paving ❤️ 😘,good but slightly pave ❤ 😘,Good but slightly paving ❤️😘,en,0.9246589541435242
36699,64964,,5,Very useful for 5 stars,very useful for 5 star,Very useful for 5 stars,en,0.907066285610199
36700,64965,,1,App like cc,app like cc,App like cc,en,0.9336793422698975
36701,64967,,1,Like cuc,like cuc,Like cuc,en,0.8640572428703308
36702,64977,,1,Very bad. People should not buy money. I am very wrong to download and buy this application. App nonsense,very bad. people should not buy money. i be very wrong to download and buy this application. app nonsense,Very bad. People should not buy money. I am very wrong to download and buy this application. App nonsense,en,0.9890784025192261
36703,64978,,1,"App quality is too bad. The advertisement is aggressive with the program KM 84% - 85%. Sign up for a lifetime package a week ago but cannot be used because it is open and the App Load is not popular. Contact support is guided to fix it, but trying to download any application. An experience is too disappointing.","app quality be too bad. the advertisement be aggressive with the program km 84% - 85%. sign up for a lifetime package a week ago but cannot be use because it be open and the app load be not popular. contact support be guide to fix it, but try to download any application. an experience be too disappointing.","App quality is too bad. The advertisement is aggressive with the program KM 84% - 85%. Sign up for a lifetime package a week ago but cannot be used because it is open and the App Load is not popular. Contact support is guided to fix it, but trying to download any application. An experience is too disappointing.",en,0.893073320388794
36704,64979,,2,"I want to register for a 7 -day Premium package without knowing that when I click on registration, if I deducted money or after 7 days to deduct money, right? (Seeing that I have to have enough money to register for a trial registration?)","i want to register for a 7 -day premium package without know that when i click on registration, if i deduct money or after 7 day to deduct money, right? see that i have to have enough money to register for a trial registration?","I want to register for a 7 -day Premium package without knowing that when I click on registration, if I deducted money or after 7 days to deduct money, right? (Seeing that I have to have enough money to register for a trial registration?)",en,0.9502421021461487
36705,64980,,1,Read again and again and again. Learning that naturally must be frustrated,read again and again and again. learning that naturally must be frustrate,Read again and again and again. Learning that naturally must be frustrated,en,0.9719573855400085
36706,64981,,2,Need to change the handsome call more beautiful girl.,need to change the handsome call more beautiful girl.,Need to change the handsome call more beautiful girl.,en,0.9169284701347351
36707,64982,,5,The app is very good for yourself a clear roadmap to learn and point out your mistake,the app be very good for yourself a clear roadmap to learn and point out your mistake,The app is very good for yourself a clear roadmap to learn and point out your mistake,en,0.9521441459655762
36708,64983,,1,Reader's voice;/,reader voice /,Reader's voice;/,en,0.5947070717811584
36709,64984,,1,App loading long vc,app load long vc,App loading long vc,en,0.5581241846084595
36710,64985,,5,You read this is also good,you read this be also good,You read this is also good,en,0.9900116920471191
36711,64986,,3,Also temporary,also temporary,Also temporary,en,0.9809771180152893
36713,64990,,5,Good Job Men,good job men,Good Job Men,en,0.9725071787834167
36714,64992,,5,good ok,good ok,good ok,en,0.9283742308616638
36715,64994,,1,"Very bad. Fee for money. After registering, Sai is not valid. Take advantage of free 7 days to pack the subscription","very bad. fee for money. after registering, sai be not valid. take advantage of free 7 day to pack the subscription","Very bad. Fee for money. After registering, Sai is not valid. Take advantage of free 7 days to pack the subscription",en,0.8972574472427368
36716,64995,,1,"Read all the green sentences that 79% are unacceptable or scratch to read and shoot into the screen without identification, too heartless. Too tired mouth","read all the green sentence that 79% be unacceptable or scratch to read and shoot into the screen without identification, too heartless. too tired mouth","Read all the green sentences that 79% are unacceptable or scratch to read and shoot into the screen without identification, too heartless. Too tired mouth",en,0.9238060712814331
36717,64996,,1,"An extremely bad experience with ELSA Vietnam customer care system. The App has an error that does not change the status after paying with the Guest account, resulting in the user not knowing the information to cancel the package. Boring learning content.","an extremely bad experience with elsa vietnam customer care system. the app have an error that do not change the status after pay with the guest account, result in the user not know the information to cancel the package. bore learn content.","An extremely bad experience with ELSA Vietnam customer care system. The App has an error that does not change the status after paying with the Guest account, resulting in the user not knowing the information to cancel the package. Boring learning content.",en,0.8995301723480225
36718,64997,,1,"The app read one side and then only the other person read one another, reading it according to the app, calling wrong, reading crazy is right. For the Cambridge dictionary with Oxford to read, when the 50% of the native speakers, the other two dictionaries are not enough or anything?","the app read one side and then only the other person read one another, reading it accord to the app, call wrong, reading crazy be right. for the cambridge dictionary with oxford to read, when the 50% of the native speakers, the other two dictionary be not enough or anything?","The app read one side and then only the other person read one another, reading it according to the app, calling wrong, reading crazy is right. For the Cambridge dictionary with Oxford to read, when the 50% of the native speakers, the other two dictionaries are not enough or anything?",en,0.8927513957023621
36719,64998,,1,"Reading the whole session that could not be read, for the reader and the newspaper could not read the reader for 28%","read the whole session that could not be read, for the reader and the newspaper could not read the reader for 28%","Reading the whole session that could not be read, for the reader and the newspaper could not read the reader for 28%",en,0.9717821478843689
36720,64999,,3,"Also, after finishing the VIP advertising","also, after finish the vip advertising","Also, after finishing the VIP advertising",en,0.8930152058601379
36721,65000,,2,Load is terribly slow. I mean buying it.,load be terribly slow. i mean buying it.,Load is terribly slow. I mean buying it.,en,0.981228768825531
36722,65001,,1,"The app is very bad, saying that the correct call is wrong to read the wrong","the app be very bad, say that the correct call be wrong to read the wrong","The app is very bad, saying that the correct call is wrong to read the wrong",en,0.9526541233062744
36723,65002,,2,Pronunciation that wants to beat the phone is always strong,pronunciation that want to beat the phone be always strong,Pronunciation that wants to beat the phone is always strong,en,0.9296882152557373
36724,65003,,5,Good application. Free further,good application. free far,Good application. Free further,en,0.7453343272209167
36725,65004,,5,Very good and useful 👍 👍,very good and useful 👍 👍,Very good and useful 👍👍,en,0.9633866548538208
36726,65005,,5,The application is very good and practical,the application be very good and practical,The application is very good and practical,en,0.9530105590820312
36727,65010,,1,The app I ordered the Premium package for 1 year but can't log in. The application is not friendly and useful for users.,the app i order the premium package for 1 year but cannot log in. the application be not friendly and useful for users.,The app I ordered the Premium package for 1 year but can't log in. The application is not friendly and useful for users.,en,0.8701649308204651
36728,65011,,1,"Despite buying an Elsa Pro account, the lessons are not updated regularly, most of them are old lessons. Especially the personalized coaching feature, every day I learned that he was studying, very boring. Elsa also turns off the reset feature with the reason for completing the feature (shutdown for a long time but now that feature has not been turned on) so I did not reset from the beginning, dilemma. Elsa now only focuses on selling accompanying courses, very discredit.","despite buy an elsa pro account, the lesson be not update regularly, most of them be old lessons. especially the personalized coaching feature, every day i learn that he be studying, very boring. elsa also turn off the reset feature with the reason for complete the feature shutdown for a long time but now that feature have not be turn on so i do not reset from the beginning, dilemma. elsa now only focus on sell accompany courses, very discredit.","Despite buying an Elsa Pro account, the lessons are not updated regularly, most of them are old lessons. Especially the personalized coaching feature, every day I learned that he was studying, very boring. Elsa also turns off the reset feature with the reason for completing the feature (shutdown for a long time but now that feature has not been turned on) so I did not reset from the beginning, dilemma. Elsa now only focuses on selling accompanying courses, very discredit.",en,0.929568350315094
36729,65012,,1,App like Tomi Xiaomi App Chx's head must be true that I let GG translate it to read 55% my body advised the best mn to download Monkey Journey,app like tomi xiaomi app chxs head must be true that i let gg translate it to read 55% my body advise the best mn to download monkey journey,App like Tomi Xiaomi App Chx's head must be true that I let GG translate it to read 55% my body advised the best mn to download Monkey Journey,en,0.7926275134086609
36730,65013,,1,Buy a lifetime package without learning to say all the scam classes,buy a lifetime package without learn to say all the scam class,Buy a lifetime package without learning to say all the scam classes,en,0.9218021631240845
36731,65014,,1,"In the App loading 7749, the ring is not done =))","in the app load 7749, the ring be not do =","In the App loading 7749, the ring is not done =))",en,0.6971357464790344
36732,65015,,1,"Like JJ, I accepted the wrong voice","like jj, i accept the wrong voice","Like JJ, I accepted the wrong voice",en,0.9055092334747314
36733,65016,,1,Read forever still not to the top,read forever still not to the top,Read forever still not to the top,en,0.8659133911132812
36734,65017,,1,Load too slow,load too slow,Load too slow,en,0.6849064230918884
36735,65020,,1,"MH bought Pro 365k/quarterly package, has been deducted money and is notified to buy successfully, but on the Elsa Speak account is still a free account, not updating to the Pro TK.","mh buy pro 365k/quarterly package, have be deduct money and be notify to buy successfully, but on the elsa speak account be still a free account, not update to the pro tk.","MH bought Pro 365k/quarterly package, has been deducted money and is notified to buy successfully, but on the Elsa Speak account is still a free account, not updating to the Pro TK.",en,0.9348362684249878
36736,65021,,1,"Oh, where is it, admin. Temporarily leave 1 star so that someone will pay attention and answer","oh, where be it, admin. temporarily leave 1 star so that someone will pay attention and answer","Oh, where is it, admin. Temporarily leave 1 star so that someone will pay attention and answer",en,0.8911886215209961
36737,65022,,2,"App designing content very well. The problem is too slow, the assistant who is constantly not overcome","app design content very well. the problem be too slow, the assistant who be constantly not overcome","App designing content very well. The problem is too slow, the assistant who is constantly not overcome",en,0.9640752077102661
36738,65023,,1,"The app has improved English learning, but how I have spent money to buy the app and what is the advertisement. At the end of each lesson, one advertisement. A 10 -day lesson is 10 ads. In addition, do not collect fees.","the app have improve english learning, but how i have spend money to buy the app and what be the advertisement. at the end of each lesson, one advertisement. a 10 -day lesson be 10 ads. in addition, do not collect fees.","The app has improved English learning, but how I have spent money to buy the app and what is the advertisement. At the end of each lesson, one advertisement. A 10 -day lesson is 10 ads. In addition, do not collect fees.",en,0.9394772052764893
36739,65024,,1,It lures me to register and deduct automatically. People pay attention,it lure me to register and deduct automatically. people pay attention,It lures me to register and deduct automatically. People pay attention,en,0.9426888227462769
36740,65025,,1,Is Elsa failing? All loading features ...,be elsa failing? all loading features.,Is Elsa failing? All loading features ...,en,0.7729295492172241
36742,65027,,5,Auto extended but when reflected has been refunded. Satisfied with the application,auto extend but when reflect have be refunded. satisfy with the application,Auto extended but when reflected has been refunded. Satisfied with the application,en,0.9158638715744019
36743,65028,,1,"The app super slow, how many years and still slow.","the app super slow, how many year and still slow.","The app super slow, how many years and still slow.",en,0.9737125635147095
36744,65029,,1,Learning to be forced to play nph nph,learn to be force to play nph nph,Learning to be forced to play nph nph,en,0.9154051542282104
36745,65030,,5,Very good. I really like this app and bought the Pro permanent package 🥰,very good. i really like this app and buy the pro permanent package 🥰,Very good. I really like this app and bought the Pro permanent package 🥰,en,0.980391800403595
36746,65031,,5,The application is very useful. I learned to improve pronunciation and progressive level of hearing that surprised myself with myself. You learn English very well. No need to go to school at the center just need to be a 1 day at home at home 30 minutes to ensure 1 year later you will be surprised about yourself. Excessive pressure on 5 stars always.,the application be very useful. i learn to improve pronunciation and progressive level of hear that surprise myself with myself. you learn english very well. no need to go to school at the center just need to be a 1 day at home at home 30 minute to ensure 1 year later you will be surprise about yourself. excessive pressure on 5 star always.,The application is very useful. I learned to improve pronunciation and progressive level of hearing that surprised myself with myself. You learn English very well. No need to go to school at the center just need to be a 1 day at home at home 30 minutes to ensure 1 year later you will be surprised about yourself. Excessive pressure on 5 stars always.,en,0.9657334685325623
36747,65032,,3,very good but i don't have made money,very good but i do not have make money,very good but i don't have made money,en,0.9856514930725098
36748,65033,,5,I have never used any good application like this,i have never use any good application like this,I have never used any good application like this,en,0.9418759942054749
36749,65034,,3,Should not be paid,should not be pay,Should not be paid,en,0.9440121650695801
36750,65035,,4,Should let the price of the package cheaper,should let the price of the package cheap,Should let the price of the package cheaper,en,0.8967787623405457
36751,65036,,4,I just tried my free tk but it felt Okela,i just try my free tk but it felt okela,I just tried my free tk but it felt Okela,en,0.9245882034301758
36752,65037,,1,Which said 70-80 for 5 stars,which say 70-80 for 5 star,Which said 70-80 for 5 stars,en,0.9405808448791504
36753,65038,,1,Best bored application ever used,best bore application ever use,Best bored application ever used,en,0.8012896180152893
36754,65039,,5,The application is very good to practice talking!,the application be very good to practice talking!,The application is very good to practice talking!,en,0.9601670503616333
36755,65040,,4,OK but advertising a lot,ok but advertise a lot,OK but advertising a lot,en,0.9784361124038696
36756,65041,,5,Very fun learning application also has a game game for me to try to study.,very fun learn application also have a game game for me to try to study.,Very fun learning application also has a game game for me to try to study.,en,0.9941515326499939
36757,65042,,5,This application makes me improve my English communication better,this application make me improve my english communication well,This application makes me improve my English communication better,en,0.8634346723556519
36758,65043,,5,"Very good, worth learning!","very good, worth learning!","Very good, worth learning!",en,0.9857544898986816
36759,65044,,5,But do not know how to download,but do not know how to download,But do not know how to download,en,0.9618092179298401
36760,65045,,5,IM A New People. I learn 20 ',i be a new people. i learn 20,IM A New People. I learn 20 ',en,0.9342479109764099
36761,65046,,3,Learning is a bit boring,learning be a bit boring,Learning is a bit boring,en,0.8676796555519104
36762,65047,,5,very good it's a good app 😍 😍,very good it be a good app 😍 😍,very good it's a good app 😍😍,en,0.9778838753700256
36763,65048,,5,App like cute ❤‍ 🔥 ❤‍ablility,app like cute ❤ 🔥 ❤ ablility,App like cute ❤‍🔥❤‍ablility,en,0.9659330248832703
36765,65050,,1,New learning is difficult,new learning be difficult,New learning is difficult,en,0.9466747045516968
36766,65051,,1,Press as cc,press as cc,Press as cc,en,0.9842318296432495
36767,65052,,5,Too good application is very useful,too good application be very useful,Too good application is very useful,en,0.9300441741943359
36768,65053,,4,Pretty good 😘,pretty good 😘,Pretty good😘,en,0.9264593124389648
36769,65054,,5,good but must have money,good but must have money,good but must have money,en,0.9953962564468384
36770,65056,,5,Very good and wonderful,very good and wonderful,Very good and wonderful,en,0.9776275753974915
36772,65059,,3,oke very,oke very,oke very,en,0.9954416155815125
36773,65062,,4,OK phet,ok phet,OK phet,en,0.9043275713920593
36774,65065,,5,Very good lun,very good lun,Very good lun,en,0.991594672203064
36775,65068,,5,Good to see,good to see,Good to see,en,0.9876437187194824
36776,65069,,5,I really like 👍 👍 👍 👍 😍,i really like 👍 👍 👍 👍 😍,I really like 👍👍👍👍😍,en,0.9730527997016907
36777,65091,,5,Soft stool is too good,soft stool be too good,Soft stool is too good,en,0.667905330657959
36780,65099,,5,Nhu Cucc,nhu cucc,Nhuuu Cucc,en,0.7252907752990723
36783,65111,,5,Difficult to find lessons,difficult to find lesson,Difficult to find lessons,en,0.971077561378479
36785,65113,,1,"App leprosy, poor ux. Ball of poor voice recording. AI advertising but actually not, the method has nothing but reading again.","app leprosy, poor ux. ball of poor voice recording. ai advertising but actually not, the method have nothing but reading again.","App leprosy, poor ux. Ball of poor voice recording. AI advertising but actually not, the method has nothing but reading again.",en,0.9595000147819519
36786,65114,,3,"Too lag. Occasionally stop the application. Using S23 Ultra, now is September 2023 -> certainly not due to weak phones. The home network is also very good. Poor application optimization","too lag. occasionally stop the application. use s23 ultra, now be september 2023 -> certainly not due to weak phones. the home network be also very good. poor application optimization","Too lag. Occasionally stop the application. Using S23 Ultra, now is September 2023 -> certainly not due to weak phones. The home network is also very good. Poor application optimization",en,0.9420465230941772
36787,65115,,4,"Wrong when Elsa did not hear his voice clearly, and there were some correct sentences, a few wrong sentences. So I rated 4 stars. Thanks You ❤️ 💐","wrong when elsa do not hear his voice clearly, and there be some correct sentences, a few wrong sentences. so i rat 4 stars. thanks you ❤ 💐","Wrong when Elsa did not hear his voice clearly, and there were some correct sentences, a few wrong sentences. So I rated 4 stars. Thanks You❤️💐",en,0.9803490042686462
36788,65116,,1,:))) Recording nostalgic but always unable to hear. Download is long. It takes time.,record nostalgic but always unable to hear. download be long. it take time.,:))) Recording nostalgic but always unable to hear. Download is long. It takes time.,en,0.9543749094009399
36789,65117,,5,"Because you do not hear clearly, this app is used to say, so there will be a lot of difficult words","because you do not hear clearly, this app be use to say, so there will be a lot of difficult word","Because you do not hear clearly, this app is used to say, so there will be a lot of difficult words",en,0.9463697671890259
36790,65118,,5,"The app can be based on the way the patient's pronunciation creates a program for patients, which is a great thing 👍","the app can be base on the way the patient pronunciation create a program for patients, which be a great thing 👍","The app can be based on the way the patient's pronunciation creates a program for patients, which is a great thing 👍",en,0.7978715896606445
36791,65119,,5,"Hmm ... what to say. Probably the app is very good, the most favorite is the pronunciation test. Great 🥰","hmm. what to say. probably the app be very good, the most favorite be the pronunciation test. great 🥰","Hmm ... what to say. Probably the app is very good, the most favorite is the pronunciation test. Great 🥰",en,0.9409178495407104
36792,65120,,4,Good app but wait a long time to download the lesson,good app but wait a long time to download the lesson,Good app but wait a long time to download the lesson,en,0.884446918964386
36793,65121,,5,"The app is beautiful, smooth, very suitable for your English learning needs","the app be beautiful, smooth, very suitable for your english learning need","The app is beautiful, smooth, very suitable for your English learning needs",en,0.9334976673126221
36794,65122,,5,"Very useful, suitable for those who practice the speaking, want to speak fluently","very useful, suitable for those who practice the speaking, want to speak fluently","Very useful, suitable for those who practice the speaking, want to speak fluently",en,0.9904523491859436
36796,65124,,5,"This app learning English is great, for 5/5 stars","this app learn english be great, for 5/5 star","This app learning English is great, for 5/5 stars",en,0.831550121307373
36797,65125,,5,This application helps me communicate in English better,this application help me communicate in english better,This application helps me communicate in English better,en,0.8727230429649353
36798,65126,,5,Feeling B pronunciation as a villain like Vaii,feel b pronunciation as a villain like vaii,Feeling B pronunciation as a villain like Vaii,en,0.9371881484985352
36799,65127,,5,App testing and selecting a lesson that suits the ability very well <3,app testing and select a lesson that suit the ability very well <3,App testing and selecting a lesson that suits the ability very well <3,en,0.9666861891746521
36800,65128,,4,Is developing the app for Korean?,be develop the app for korean?,Is developing the app for Korean?,en,0.7326997518539429
36801,65129,,5,"The app is very good, new to learn, so you have to learn more","the app be very good, new to learn, so you have to learn more","The app is very good, new to learn, so you have to learn more",en,0.9841643571853638
36802,65130,,5,"Damn, maybe this app will help me learning some English yet","damn, maybe this app will help me learn some english yet","Damn, maybe this app will help me learning some English yeeet",en,0.9673932194709778
36803,65131,,5,"It is a very good app, thank in it I can improve my English","it be a very good app, thank in it i can improve my english","It is a very good app, thank in it I can improve my English",en,0.9190447926521301
36804,65132,,5,The application lies to help me pronounce English well,the application lie to help me pronounce english well,The application lies to help me pronounce English well,en,0.9230571389198303
36806,65135,,5,Or each crime must pay,or each crime must pay,Or each crime must pay,en,0.9553518295288086
36807,65136,,5,Or help me pronounce well,or help me pronounce well,Or help me pronounce well,en,0.9199431538581848
36808,65137,,5,Good it helps me pronounce more standard,good it help me pronounce more standard,Good it helps me pronounce more standard,en,0.8253835439682007
36809,65138,,1,Poor service.,poor service.,Poor service.,en,0.9873645901679993
36810,65139,,5,Very good application to study well 😊,very good application to study well 😊,Very good application to study well 😊,en,0.9897084832191467
36811,65140,,5,"Very good, everyone should be","very good, everyone should be","Very good, everyone should be",en,0.9859877824783325
36812,65142,,5,Good app <3,good app <3,Good app <3,en,0.8231503963470459
36813,65143,,5,"Great, Nice and Awesome app","great, nice and awesome app","Great, Nice and Awesome app",en,0.9263202548027039
36814,65147,,5,Good narrowed Maayy,good narrow maayy,Good narrowed Maayy,en,0.7115224599838257
36815,65148,,5,Effective HC,effective hc,Effective HC,en,0.8399565815925598
36816,65149,,5,The interface is confusing,the interface be confuse,The interface is confusing,en,0.5228300094604492
36817,65151,,3,slightly lag,slightly lag,slightly lag,en,0.738741397857666
36822,65159,,5,quite interesting,quite interesting,quite interesting,en,0.9680132269859314
36823,65171,,5,good or good,good or good,good or good,en,0.8252653479576111
36825,65183,,5,Good 🥰 🥰 🥰 🥰 🥰,good 🥰 🥰 🥰 🥰 🥰,Good 🥰🥰🥰🥰🥰,en,0.502162754535675
36826,65184,,3,"The app is also effective or not, Mik does not know at the beginning, but if you want to play, it costs money to do not like it. It kept reading while there were some words that knew meaning !!!","the app be also effective or not, mik do not know at the beginning, but if you want to play, it cost money to do not like it. it keep read while there be some word that know meaning!","The app is also effective or not, Mik does not know at the beginning, but if you want to play, it costs money to do not like it. It kept reading while there were some words that knew meaning !!!",en,0.9804924130439758
36827,65185,,1,I have paid money but still haven't used this product.,i have pay money but still have not use this product.,I have paid money but still haven't used this product.,en,0.9831424951553345
36828,65186,,1,"OK, objective evaluation is 4.5 stars if there is a good machine","ok, objective evaluation be 4. 5 star if there be a good machine","OK, objective evaluation is 4.5 stars if there is a good machine",en,0.5083858966827393
36829,65187,,4,Study an account that 2 phones are not saving the process a few times,study an account that 2 phone be not save the process a few time,Study an account that 2 phones are not saving the process a few times,en,0.9338139891624451
36830,65188,,1,Lag scoring for a long time to read right and wrong is generally bad,lag score for a long time to read right and wrong be generally bad,Lag scoring for a long time to read right and wrong is generally bad,en,0.8373330235481262
36831,65189,,5,"I used Elsa since the second year of school, now I have been at university in the first year, Elsa has improved my pronunciation so much :)))","i use elsa since the second year of school, now i have be at university in the first year, elsa have improve my pronunciation so much","I used Elsa since the second year of school, now I have been at university in the first year, Elsa has improved my pronunciation so much :)))",en,0.9672776460647583
36832,65190,,4,"Many long and difficult readings, but prefer the evaluation board","many long and difficult readings, but prefer the evaluation board","Many long and difficult readings, but prefer the evaluation board",en,0.9676339626312256
36833,65191,,2,"Teaching English for new people, but how does the interface are English ???","teach english for new people, but how do the interface be english?","Teaching English for new people, but how does the interface are English ???",en,0.892855703830719
36834,65192,,5,Elsa Speak is always the first choice for those who are studying IELTS or TOEIC because the pronunciation requirements in the Speaking section are very high.,elsa speak be always the first choice for those who be study ielts or toeic because the pronunciation requirement in the speaking section be very high.,Elsa Speak is always the first choice for those who are studying IELTS or TOEIC because the pronunciation requirements in the Speaking section are very high.,en,0.8924421072006226
36835,65193,,4,I just found it good! Should leave so,i just find it good! should leave so,I just found it good! Should leave so,en,0.9378873109817505
36836,65194,,4,What is new to recharge.,what be new to recharge.,What is new to recharge.,en,0.8910753130912781
36837,65195,,2,Must deposit money to study -.-,must deposit money to study -. -,Must deposit money to study -.-,en,0.7827491760253906
36838,65196,,4,"This AP is good, everyone try it out","this ap be good, everyone try it out","This AP is good, everyone try it out",en,0.9136095643043518
36839,65197,,1,I Find It Very Useful - Over Bit,i find it very useful - over bit,I Find It Very Useful - Over Bit,en,0.9078425765037537
36840,65198,,1,Load App good for a long time,load app good for a long time,Load App good for a long time,en,0.7101606726646423
36841,65199,,5,Very good application has improved my ability to communicate a lot. Everyone should download,very good application have improve my ability to communicate a lot. everyone should download,Very good application has improved my ability to communicate a lot. Everyone should download,en,0.9745007753372192
36842,65200,,5,Detailed instructions if you are wrong and I think Elsa is best,detailed instruction if you be wrong and i think elsa be best,Detailed instructions if you are wrong and I think Elsa is best,en,0.834094762802124
36843,65201,,5,I don't understand how to press your tongue on the palate and how to say it,i do not understand how to press your tongue on the palate and how to say it,I don't understand how to press your tongue on the palate and how to say it,en,0.9116126298904419
36844,65202,,4,"App used quite well, should experience","app use quite well, should experience","App used quite well, should experience",en,0.9556230902671814
36845,65203,,5,"The app is very good, improving English a lot.","the app be very good, improve english a lot.","The app is very good, improving English a lot.",en,0.9348596930503845
36846,65204,,5,Crispy but there are some words of Binh Duong slightly fluid :),crispy but there be some word of binh duong slightly fluid,Crispy but there are some words of Binh Duong slightly fluid :),en,0.8889920711517334
36847,65206,,5,Very good you should try,very good you should try,Very good you should try,en,0.9954201579093933
36848,65207,,5,"good, worth downloading","good, worth download","good, worth downloading",en,0.8389082551002502
36849,65208,,5,Thanks for taught me to pronounce,thanks for taught me to pronounce,Thanks for taught me to pronounce,en,0.9755223989486694
36850,65209,,1,You are like patties,you be like patty,You are like patties,en,0.916356086730957
36851,65210,,1,Even 1 star,even 1 star,Even 1 star,en,0.9286922812461853
36852,65211,,5,It is true that I read better,it be true that i read good,It is true that I read better,en,0.8556162118911743
36853,65212,,1,Do not download the public,do not download the public,Do not download the public,en,0.7501500844955444
36855,65214,,5,Or help pronounce easier,or help pronounce easy,Or help pronounce easier,en,0.7261061668395996
36856,65215,,5,Or is worth downloading and learning,or be worth download and learn,Or is worth downloading and learning,en,0.8899576663970947
36857,65217,,5,"9 is a good girl, but 10 is elsa","9 be a good girl, but 10 be elsa","9 is a good girl, but 10 is elsa",en,0.6677162647247314
36858,65218,,5,Very good to help pronounce better,very good to help pronounce good,Very good to help pronounce better,en,0.985894501209259
36859,65219,,5,5 stars are always too high,5 star be always too high,5 stars are always too high,en,0.7894182801246643
36861,65221,,5,Very good and good,very good and good,Very good and good,en,0.996588945388794
36862,65222,,5,The app is terribly good,the app be terribly good,The app is terribly good,en,0.9529940485954285
36863,65223,,5,Hoch is very effective,hoch be very effective,Hoch is very effective,en,0.9398119449615479
36864,65227,,1,like SH,like sh,like SH,en,0.9483736157417297
36866,65229,,5,Learn ok,learn ok,Learn ok,en,0.935300350189209
36869,65235,,5,Pretty Cool App,pretty cool app,Pretty Cool App,en,0.8571877479553223
36872,65246,,5,Nice Nice Nice,nice nice nice,Nice Nice Nice,en,0.85832279920578
36873,65263,,5,Good home,good home,Good home,en,0.8967370390892029
36876,65271,,1,"Not proving exact Pronounce Issue Student Have, Pronounce Lesson Always Wrong on First Try Then 50% Right Even when I Said A Difference Word","not prove exact pronounce issue student have, pronounce lesson always wrong on first try then 50% right even when i say a difference word","Not proving exact Pronounce Issue Student Have, Pronounce Lesson Always Wrong on First Try Then 50% Right Even when I Said A Difference Word",en,0.8767774701118469
36877,65272,,1,"Automatically deduct money from guests, while not agreeing to buy the package. It takes 1.2 million ungainly, thinking that because of that MoMo life. Be careful with this app","automatically deduct money from guests, while not agree to buy the package. it take 1. 2 million ungainly, thinking that because of that momo life. be careful with this app","Automatically deduct money from guests, while not agreeing to buy the package. It takes 1.2 million ungainly, thinking that because of that MoMo life. Be careful with this app",en,0.9753087759017944
36878,65273,,2,"I bought but the application used for a long time I was very uncomfortable. I hope the producer will improve, but every time you want to get in and you have to wait to study","i buy but the application use for a long time i be very uncomfortable. i hope the producer will improve, but every time you want to get in and you have to wait to study","I bought but the application used for a long time I was very uncomfortable. I hope the producer will improve, but every time you want to get in and you have to wait to study",en,0.9782848954200745
36879,65274,,1,"I want to swear for this app too much, I bought a package for 1 year, as of February 2024 to expire. Normally, I visit the ""Certificate"" section to review IELTS Band 6-9 is a fee. Now just updating the app, this section is locked, forcing me to buy a new course to be opened for school. Why do we do weird business","i want to swear for this app too much, i buy a package for 1 year, as of february 2024 to expire. normally, i visit the ""certificate"" section to review ielts band 6-9 be a fee. now just update the app, this section be locked, force me to buy a new course to be open for school. why do we do weird business","I want to swear for this app too much, I bought a package for 1 year, as of February 2024 to expire. Normally, I visit the ""Certificate"" section to review IELTS Band 6-9 is a fee. Now just updating the app, this section is locked, forcing me to buy a new course to be opened for school. Why do we do weird business",en,0.933803141117096
36880,65275,,1,"I learned a lot of blue sentences right, then added a little %, but I sent a syllable minus % ?? Why is it so braking Elsa ??","i learn a lot of blue sentence right, then add a little %, but i send a syllable minus %? why be it so brake elsa?","I learned a lot of blue sentences right, then added a little %, but I sent a syllable minus % ?? Why is it so braking Elsa ??",en,0.5864071249961853
36881,65276,,4,"There are some words I clicked to see the pronunciation, it loaded for a long time forcing me to escape many times, I hope Elsa can correct this error.","there be some word i click to see the pronunciation, it load for a long time force me to escape many times, i hope elsa can correct this error.","There are some words I clicked to see the pronunciation, it loaded for a long time forcing me to escape many times, I hope Elsa can correct this error.",en,0.8241375088691711
36882,65277,,2,"After loading the uneducated fee, the update cannot study at all. Boring I want to learn","after load the uneducated fee, the update cannot study at all. bore i want to learn","After loading the uneducated fee, the update cannot study at all. Boring I want to learn",en,0.9615865349769592
36883,65278,,4,"New study should not know how, when studying for a long time, it will come up with the right experience","new study should not know how, when study for a long time, it will come up with the right experience","New study should not know how, when studying for a long time, it will come up with the right experience",en,0.9271185398101807
36884,65279,,1,"The app is stupid, AE is best not to buy money","the app be stupid, ae be best not to buy money","The app is stupid, AE is best not to buy money",en,0.9137621521949768
36885,65280,,5,Experience with iOS operating system is more convenient than Android. Using Samsung should be missing a few small functions,experience with io operate system be more convenient than android. use samsung should be miss a few small function,Experience with iOS operating system is more convenient than Android. Using Samsung should be missing a few small functions,en,0.8790165781974792
36886,65281,,5,Learning English with Elsa is really helpful. I have improved a lot in terms of English,learn english with elsa be really helpful. i have improve a lot in term of english,Learning English with Elsa is really helpful. I have improved a lot in terms of English,en,0.9774908423423767
36887,65282,,1,Losing the top racing. Update lag,lose the top racing. update lag,Losing the top racing. Update lag,en,0.598106861114502
