index,content,score,clean_content,minimal_content,lang,lang_prob,en_content,star_sentiment,vader_sentiment,vader_score,roberta_sentiment,roberta_confidence,roberta_conf_neg,roberta_conf_neu,roberta_conf_pos
35215,,5,Too Awesome,too awesome,en,0.7827619910240173,Too Awesome,positive,positive,0.6249,positive,0.96564305,0.010957555,0.023399401,0.96564305
35216,,5,new study,new study,en,0.7801727056503296,new study,positive,neutral,0.0,neutral,0.8064609,0.053756185,0.8064609,0.13978292
35217,,1,"4G network is so tight but saying that the network is not logged in, studying according to the lesson in the app is very difficult to remember for a long time","4g network be so tight but say that the network be not log in, study accord to the lesson in the app be very difficult to remember for a long time",en,0.9300267696380616,"4G network is so tight but saying that the network is not logged in, studying according to the lesson in the app is very difficult to remember for a long time",negative,negative,-0.5704,negative,0.68896675,0.68896675,0.29455853,0.016474688
35218,,1,"I stress the word ""Position"" and then it will bedn'T Recognize my voice and it is impossible to get the score.i am due to not sacires the app.i am very sad.","i stress the word ""position"" and then it will bednt recognize my voice and it be impossible to get the score. i be due to not sacires the app. i be very sad.",en,0.8495669364929199,"I stress the word ""Position"" and then it will bedn'T Recognize my voice and it is impossible to get the score.i am due to not sacires the app.i am very sad.",negative,negative,-0.7346,negative,0.92090285,0.92090285,0.07314234,0.0059548463
35219,,1,Elsa is having an error in the lesson. Because the set of lessons I have vocabulary that opened is empty. Delete the download app is still,elsa be have an error in the lesson. because the set of lesson i have vocabulary that open be empty. delete the download app be still,en,0.93845397233963,Elsa is having an error in the lesson. Because the set of lessons I have vocabulary that opened is empty. Delete the download app is still,negative,negative,-0.5423,negative,0.806144,0.806144,0.18261623,0.011239766
35220,,4,"The system has been handled very slowly for a few days, although he has updated everything, hoping to fix it soon","the system have be handle very slowly for a few days, although he have update everything, hop to fix it soon",en,0.9879016280174256,"The system has been handled very slowly for a few days, although he has updated everything, hoping to fix it soon",neutral,neutral,0.0,neutral,0.53464484,0.37714288,0.53464484,0.08821231
35221,,2,The application is too stingy for 1 day for the remaining 5 times to deposit money to study,the application be too stingy for 1 day for the remain 5 time to deposit money to study,en,0.8811308741569519,The application is too stingy for 1 day for the remaining 5 times to deposit money to study,negative,negative,-0.3818,negative,0.7768615,0.7768615,0.207655,0.015483545
35222,,1,"The app is too slow, it just shows the update check.","the app be too slow, it just show the update check.",en,0.7923210859298706,"The app is too slow, it just shows the update check.",negative,neutral,0.0,negative,0.86663276,0.86663276,0.12501012,0.008357064
35223,,1,"The account is out and login again, the report does not exist","the account be out and login again, the report do not exist",en,0.8272549510002136,"The account is out and login again, the report does not exist",negative,neutral,0.0,neutral,0.5398167,0.43506962,0.5398167,0.025113683
35224,,5,"Many very good lessons, since I knew the app I improved the level of speaking a lot, there were articles I read again and again.","many very good lessons, since i know the app i improve the level of speak a lot, there be article i read again and again.",en,0.9754703044891356,"Many very good lessons, since I knew the app I improved the level of speaking a lot, there were articles I read again and again.",positive,positive,0.7264,positive,0.98240894,0.003528529,0.014062509,0.98240894
35225,,5,"Too good, this app is so great, somewhat created very well, especially the determination and teaching of English","too good, this app be so great, somewhat create very well, especially the determination and teaching of english",en,0.9308499693870544,"Too good, this app is so great, somewhat created very well, especially the determination and teaching of English",positive,positive,0.9362,positive,0.9864028,0.0039042372,0.009693005,0.9864028
35226,,5,The application has a pretty good pronunciation and detects the wrong reading errors and the tips instructed to read according to the native speakers.,the application have a pretty good pronunciation and detect the wrong reading error and the tip instruct to read accord to the native speakers.,en,0.9367770552635192,The application has a pretty good pronunciation and detects the wrong reading errors and the tips instructed to read according to the native speakers.,positive,neutral,0.0772,neutral,0.3205307,0.03300905,0.3205307,0.64646024
35227,,5,The application supports speaking very well and rewarding,the application support speak very well and reward,en,0.991053342819214,The application supports speaking very well and rewarding,positive,positive,0.8425,positive,0.95445985,0.007179708,0.03836048,0.95445985
35228,,5,"Easy to learn, diverse topics, create excitement, vivid images","easy to learn, diverse topics, create excitement, vivid image",en,0.6347143054008484,"Easy to learn, diverse topics, create excitement, vivid images",positive,positive,0.802,positive,0.95923644,0.005537891,0.035225697,0.95923644
35229,,5,"Good application, help learning English effectively","good application, help learn english effectively",en,0.8854542374610901,"Good application, help learning English effectively",positive,positive,0.8176,positive,0.93053085,0.0051023806,0.06436674,0.93053085
35230,,5,"The application is quite good, even if I am in a limited mode, I am very satisfied","the application be quite good, even if i be in a limited mode, i be very satisfied",en,0.9196361303329468,"The application is quite good, even if I am in a limited mode, I am very satisfied",positive,positive,0.6582,positive,0.9700828,0.005489319,0.024427833,0.9700828
35231,,5,"I am experiencing, my first experience is wonderful","i be experiencing, my first experience be wonderful",en,0.7751578688621521,"I am experiencing, my first experience is wonderful",positive,positive,0.5719,positive,0.9694883,0.0041614696,0.026350224,0.9694883
35232,,4,The pronunciation practice is quite helpful,the pronunciation practice be quite helpful,en,0.8454777598381042,The pronunciation practice is quite helpful,neutral,positive,0.4754,positive,0.87552387,0.008228339,0.11624777,0.87552387
35233,,4,Do not reset the process,do not reset the process,en,0.6152689456939697,Do not reset the process,neutral,neutral,0.0,neutral,0.54495317,0.42746297,0.54495317,0.027583862
35234,,5,"pronunciation application, listening, and good speaking","pronunciation application, listening, and good speaking",en,0.8724530935287476,"pronunciation application, listening, and good speaking",positive,positive,0.4404,neutral,0.39203012,0.021225777,0.39203012,0.58674407
35235,,5,For 5 stars because of the thoughtful and good app,for 5 star because of the thoughtful and good app,en,0.9572985172271729,For 5 stars because of the thoughtful and good app,positive,positive,0.6705,positive,0.957066,0.0064330827,0.036500853,0.957066
35236,,5,"Easy to learn, too pronunciation is easy","easy to learn, too pronunciation be easy",en,0.7701041102409363,"Easy to learn, too pronunciation is easy",positive,positive,0.7003,positive,0.68116647,0.028177112,0.29065642,0.68116647
35237,,5,"This app is so good, anyone who likes to use this app","this app be so good, anyone who like to use this app",en,0.9517518281936646,"This app is so good, anyone who likes to use this app",positive,positive,0.7384,positive,0.9819002,0.0037132509,0.014386527,0.9819002
35238,,1,"Why Keep ""Checking Update""?","why keep ""checking update""?",en,0.5380737781524658,"Why Keep ""Checking Update""?",negative,neutral,0.0,neutral,0.6433692,0.3337929,0.6433692,0.022837933
35239,,5,Completed. Very easy to understand,completed. very easy to understand,en,0.9916515350341796,Completed. Very easy to understand,positive,positive,0.4927,positive,0.89362013,0.007226962,0.09915288,0.89362013
35240,,5,Learn how to pronounce very well,learn how to pronounce very well,en,0.9936659932136536,Learn how to pronounce very well,positive,positive,0.3384,neutral,0.426977,0.025839174,0.426977,0.5471839
35241,,5,Good but difficult words,good but difficult word,en,0.9771149158477784,Good but difficult words,positive,negative,-0.3182,neutral,0.47508317,0.3423111,0.47508317,0.18260567
35242,,5,But can you not take it anymore?,but can you not take it anymore?,en,0.9796698093414308,But can you not take it anymore?,positive,neutral,0.0,negative,0.6916067,0.6916067,0.2917718,0.016621552
35243,,5,This app is very good idea.because app Help me study in weight,this app be very good idea. because app help me study in weight,en,0.9517991542816162,This app is very good idea.because app Help me study in weight,positive,positive,0.7089,positive,0.94981235,0.0029393889,0.047248226,0.94981235
35244,,5,This is truly the best app for learning English Pronunciation Ever,this be truly the best app for learn english pronunciation ever,en,0.8073678016662598,This is truly the best app for learning English Pronunciation Ever,positive,positive,0.7964,positive,0.98032665,0.0038746735,0.015798712,0.98032665
35245,,5,Great I really like this app,great i really like this app,en,0.9802664518356324,Great I really like this app,positive,positive,0.7841,positive,0.98453933,0.0050918427,0.010368753,0.98453933
35246,,5,Very easy to absorb,very easy to absorb,en,0.977393388748169,Very easy to absorb,positive,positive,0.4927,positive,0.68574953,0.023801966,0.29044855,0.68574953
35247,,5,Too good 👍,too good 👍,en,0.8985767364501953,Too good 👍,positive,positive,0.4404,positive,0.9716868,0.0080487775,0.020264484,0.9716868
35249,,5,Or so scattered,or so scattered,en,0.5313484072685242,Or so scattered,positive,neutral,0.0,neutral,0.6066262,0.3584683,0.6066262,0.034905512
35251,,5,learn it,learn it,en,0.9238669276237488,learn it,positive,neutral,0.0,neutral,0.66963416,0.13486351,0.66963416,0.1955023
35252,,5,Greated,greated,en,0.9892403483390808,Greated,positive,neutral,0.0,neutral,0.58017266,0.16110325,0.58017266,0.2587241
35254,,4,"Applications are easy to use, easy -to -see interface, many interesting and realistic topics, generally quite ok","application be easy to use, easy -to -see interface, many interesting and realistic topics, generally quite ok",en,0.9216238260269164,"Applications are easy to use, easy -to -see interface, many interesting and realistic topics, generally quite ok",neutral,positive,0.8748,positive,0.9472074,0.00639379,0.04639876,0.9472074
35255,,3,"I read as a cancer that kept listening to Answer, ok Answer 😡 😡 😡","i read as a cancer that keep listen to answer, ok answer 😡 😡 😡",en,0.9899598360061646,"I read as a cancer that kept listening to Answer, ok Answer 😡😡😡",neutral,negative,-0.4939,negative,0.866486,0.866486,0.12322883,0.010285154
35256,,5,"Adjust your pronunciation very well, should use","adjust your pronunciation very well, should use",en,0.9118737578392028,"Adjust your pronunciation very well, should use",positive,positive,0.3384,positive,0.66883403,0.020603737,0.31056222,0.66883403
35257,,2,Handling too slowly,handle too slowly,en,0.936332643032074,Handling too slowly,negative,neutral,0.0,neutral,0.6157639,0.34570745,0.6157639,0.038528703
35258,,5,good but why do you have to buy it?,good but why do you have to buy it?,en,0.9988873600959778,good but why do you have to buy it?,positive,neutral,0.2382,neutral,0.46127167,0.3946007,0.46127167,0.14412768
35259,,5,Apply very well English,apply very well english,en,0.97344571352005,Apply very well English,positive,positive,0.3384,positive,0.8856459,0.0095084105,0.10484563,0.8856459
35260,,1,Hc can't 🙅,hc cannot 🙅,en,0.9515479803085328,Hc can't 🙅,negative,neutral,0.0,negative,0.8083403,0.8083403,0.1784088,0.013250858
35261,,5,"Good application, should download","good application, should download",en,0.91823410987854,"Good application, should download",positive,positive,0.4404,positive,0.9748257,0.0051157963,0.020058481,0.9748257
35262,,5,App helps me to learn English well,app help me to learn english well,en,0.9569463133811952,App helps me to learn English well,positive,positive,0.5859,positive,0.6518038,0.012444709,0.33575147,0.6518038
35263,,4,Cx,cx,en,0.5626213550567627,Cx,neutral,neutral,0.0,neutral,0.565607,0.12057399,0.565607,0.31381905
35264,,5,"Quick download, easy to use","quick download, easy to use",en,0.8643824458122253,"Quick download, easy to use",positive,positive,0.4404,positive,0.9258962,0.005956217,0.06814756,0.9258962
35266,,5,Good Well,good well,en,0.9895273447036744,Good Well,positive,positive,0.6124,positive,0.8009006,0.026917247,0.17218216,0.8009006
35267,,3,"Free 7 days, each day learn 5 lessons, what is it, or you load 365k and use 3 months","free 7 days, each day learn 5 lessons, what be it, or you load 365k and use 3 month",en,0.735198438167572,"Free 7 days, each day learn 5 lessons, what is it, or you load 365k and use 3 months",neutral,positive,0.5106,neutral,0.73721546,0.018930659,0.73721546,0.24385382
35268,,2,"Studying two or three days to pay a new money for the next study, really forced money from students","study two or three day to pay a new money for the next study, really force money from student",en,0.9680262804031372,"Studying two or three days to pay a new money for the next study, really forced money from students",negative,neutral,-0.1027,negative,0.5324477,0.5324477,0.43978983,0.027762445
35269,,4,"Studying three days, seeing a better pronunciation of this year, I learned to speak in English, and I could speak in English at first more than 600k at more than 900k 😥, struggling all day to pay more than 800k 😓","study three days, see a good pronunciation of this year, i learn to speak in english, and i could speak in english at first more than 600k at more than 900k 😥, struggle all day to pay more than 800k 😓",en,0.973594844341278,"Studying three days, seeing a better pronunciation of this year, I learned to speak in English, and I could speak in English at first more than 600k at more than 900k😥, struggling all day to pay more than 800k 😓",neutral,neutral,0.0516,neutral,0.46647382,0.17877358,0.46647382,0.35475266
35270,,1,Except for money in 346k. But the lessons are still locked.,except for money in 346k. but the lesson be still locked.,en,0.930675446987152,Except for money in 346k. But the lessons are still locked.,negative,neutral,0.0,neutral,0.5984379,0.38447654,0.5984379,0.017085595
35271,,1,"The dots are incorrect, feeling useless time with software","the dot be incorrect, feel useless time with software",en,0.8009071350097656,"The dots are incorrect, feeling useless time with software",negative,negative,-0.4215,negative,0.86954314,0.86954314,0.120149046,0.010307843
35272,,1,Who assesses the wrong pronunciation. The money is expensive to lose all the free apps,who assess the wrong pronunciation. the money be expensive to lose all the free apps,en,0.8826507329940796,Who assesses the wrong pronunciation. The money is expensive to lose all the free apps,negative,negative,-0.3612,negative,0.8065337,0.8065337,0.18327062,0.0101956865
35273,,1,Now give up the advanced version for the free version :)),now give up the advanced version for the free version,en,0.8673636317253113,Now give up the advanced version for the free version :)),negative,positive,0.6486,negative,0.47613862,0.47613862,0.48861143,0.035249908
35274,,1,Elsa is the best application to improve English most effectively,elsa be the best application to improve english most effectively,en,0.8046748638153076,Elsa is the best application to improve English most effectively,negative,positive,0.8832,positive,0.807231,0.019530611,0.17323843,0.807231
35275,,3,"It still takes a waste, why is there no free pages?","it still take a waste, why be there no free pages?",en,0.8213912844657898,"It still takes a waste, why is there no free pages?",neutral,negative,-0.1779,negative,0.8295074,0.8295074,0.16183095,0.008661658
35276,,5,Great when using the ELSA app to learn and communicate as well as correct pronunciation. Application is easy to use for all ages.,great when use the elsa app to learn and communicate as well as correct pronunciation. application be easy to use for all ages.,en,0.9570210576057434,Great when using the ELSA app to learn and communicate as well as correct pronunciation. Application is easy to use for all ages.,positive,positive,0.8442,positive,0.9644845,0.0028358388,0.032679677,0.9644845
35277,,5,"I have registered Elsa Pro from November 27, 2022 to take effect for 1 year. Currently logging in to the re -studying request to buy the Pro package. Thanks to the admin check","i have register elsa pro from november 27, 2022 to take effect for 1 year. currently log in to the re -studying request to buy the pro package. thanks to the admin check",en,0.9559953808784484,"I have registered Elsa Pro from November 27, 2022 to take effect for 1 year. Currently logging in to the re -studying request to buy the Pro package. Thanks to the admin check",positive,positive,0.4404,neutral,0.76980555,0.006267338,0.76980555,0.22392718
35278,,5,"I like the extremely response interaction of the app. Well, one more thing is not related to the skill that is the pretty app interface.","i like the extremely response interaction of the app. well, one more thing be not relate to the skill that be the pretty app interface.",en,0.8986542224884033,"I like the extremely response interaction of the app. Well, one more thing is not related to the skill that is the pretty app interface.",positive,positive,0.7783,positive,0.8814173,0.01649163,0.10209102,0.8814173
35279,,5,This app needs to have common daily sentence examples for the practitioner to speak and remember the practical sentence patterns in his life not only pronounced?,this app need to have common daily sentence example for the practitioner to speak and remember the practical sentence pattern in his life not only pronounced?,en,0.9789482355117798,This app needs to have common daily sentence examples for the practitioner to speak and remember the practical sentence patterns in his life not only pronounced?,positive,neutral,0.1531,neutral,0.84525174,0.10280031,0.84525174,0.051947962
35280,,5,"Thanks to Elsaspeak, Mr. Super Group gave me the opportunity to participate in the English contest ...","thanks to elsaspeak, mr. super group give me the opportunity to participate in the english contest.",en,0.8759699463844299,"Thanks to Elsaspeak, Mr. Super Group gave me the opportunity to participate in the English contest ...",positive,positive,0.8625,positive,0.9258463,0.002640305,0.07151343,0.9258463
35281,,5,Very good application helps users to learn English from basic to advanced,very good application help user to learn english from basic to advance,en,0.974262833595276,Very good application helps users to learn English from basic to advanced,positive,positive,0.7316,positive,0.9406769,0.0049290927,0.054393977,0.9406769
35282,,5,"10 post free 3 articles, the rest loaded, although free but still quality, very good pronunciation","10 post free 3 articles, the rest loaded, although free but still quality, very good pronunciation",en,0.922703504562378,"10 post free 3 articles, the rest loaded, although free but still quality, very good pronunciation",positive,positive,0.822,positive,0.862722,0.009456587,0.12782142,0.862722
35283,,5,"Very good application, standard speaking practice, I wonder if you can study for free","very good application, standard speak practice, i wonder if you can study for free",en,0.9237051010131836,"Very good application, standard speaking practice, I wonder if you can study for free",positive,positive,0.7574,positive,0.95481986,0.0046882313,0.040491864,0.95481986
35285,,5,The application helps me improve the ability to communicate English a lot,the application help me improve the ability to communicate english a lot,en,0.8853017091751099,The application helps me improve the ability to communicate English a lot,positive,positive,0.7845,positive,0.94866616,0.003921766,0.047412027,0.94866616
35286,,5,Good for yourself and everyone. Long -term support ^^,good for yourself and everyone. long -term support,en,0.922481656074524,Good for yourself and everyone. Long -term support ^^,positive,positive,0.6808,positive,0.9425672,0.007116231,0.050316505,0.9425672
35287,,5,"App these days download error lesson, download not always","app these day download error lesson, download not always",en,0.7472003698348999,"App these days download error lesson, download not always",positive,negative,-0.4019,negative,0.66524154,0.66524154,0.31071922,0.02403926
35288,,5,Very good I will be confident in communication ♥ ️ Give 5Sao,very good i will be confident in communication ♥ give 5sao,en,0.9203744530677797,Very good I will be confident in communication ♥ ️ Give 5Sao,positive,positive,0.7501,positive,0.9682404,0.003674218,0.028085407,0.9682404
35289,,5,This is an app that helps them read the correct vocabulary and are easy to use,this be an app that help them read the correct vocabulary and be easy to use,en,0.912311851978302,This is an app that helps them read the correct vocabulary and are easy to use,positive,positive,0.6808,positive,0.6771735,0.0134391105,0.3093874,0.6771735
35290,,3,Pay money,pay money,en,0.9247689843177797,Pay money,neutral,neutral,-0.1027,neutral,0.672498,0.18619023,0.672498,0.14131184
35291,,1,Rich must download,rich must download,en,0.927117884159088,Rich must download,negative,positive,0.5574,neutral,0.6449052,0.093989626,0.6449052,0.26110518
35292,,5,It has changed my pronunciation,it have change my pronunciation,en,0.9089657664299012,It has changed my pronunciation,positive,neutral,0.0,neutral,0.81523925,0.0957763,0.81523925,0.08898443
35293,,5,Application of good language learning programs,application of good language learning program,en,0.9051665663719176,Application of good language learning programs,positive,positive,0.4404,neutral,0.37215632,0.015832316,0.37215632,0.6120113
35294,,5,Very good people should use to improve their pronunciation better,very good people should use to improve their pronunciation well,en,0.9838396906852722,Very good people should use to improve their pronunciation better,positive,positive,0.8016,positive,0.7827206,0.034188744,0.18309063,0.7827206
35295,,5,"Good application, speaking practice.","good application, speaking practice.",en,0.9357155561447144,"Good application, speaking practice.",positive,positive,0.4404,positive,0.8793862,0.011032245,0.10958161,0.8793862
35296,,5,Very good to try hihi,very good to try hihi,en,0.9909470081329346,Very good to try hihi,positive,positive,0.4927,positive,0.9769587,0.004296964,0.018744318,0.9769587
35297,,5,Just learned but also ok,just learn but also ok,en,0.998606026172638,Just learned but also ok,positive,positive,0.4215,neutral,0.62361026,0.057041045,0.62361026,0.31934875
35298,,5,quite OK for new people,quite ok for new people,en,0.9904044270515442,quite OK for new people,positive,positive,0.3597,neutral,0.4206644,0.016037267,0.4206644,0.5632983
35299,,5,"Utilities, easy to use","utilities, easy to use",en,0.7753888368606567,"Utilities, easy to use",positive,positive,0.4404,positive,0.7719895,0.0099244835,0.218086,0.7719895
35300,,5,"Good application, useful","good application, useful",en,0.7571550011634827,"Good application, useful",positive,positive,0.7003,positive,0.9477509,0.011177037,0.041072033,0.9477509
35301,,5,"Good application, very good","good application, very good",en,0.9791409373283386,"Good application, very good",positive,positive,0.7003,positive,0.9692458,0.008459287,0.022294959,0.9692458
35302,,5,"Great, thanks to Elsa Speak","great, thanks to elsa speak",en,0.97826087474823,"Great, thanks to Elsa Speak",positive,positive,0.7906,positive,0.9837737,0.0028173896,0.013408854,0.9837737
35303,,5,Very good application 🤩,very good application 🤩,en,0.9822320938110352,Very good application🤩,positive,positive,0.4927,positive,0.9805818,0.0065984405,0.012819751,0.9805818
35304,,1,App too slow,app too slow,en,0.9063078761100768,App too slow,negative,neutral,0.0,negative,0.86147577,0.86147577,0.121107645,0.01741665
35305,,5,"Good application, standard","good application, standard",en,0.823631227016449,"Good application, standard",positive,positive,0.4404,positive,0.90417796,0.023349779,0.072472274,0.90417796
35306,,5,Nice and bad at the same time,nice and bad at the same time,en,0.937354326248169,Nice and bad at the same time,positive,negative,-0.1779,neutral,0.39996865,0.35135224,0.39996865,0.24867907
35307,,5,Good app to upload,good app to upload,en,0.9896472692489624,Good app to upload,positive,positive,0.4404,positive,0.8760731,0.009254668,0.11467218,0.8760731
35308,,5,Practice pronunciation,practice pronunciation,en,0.7293988466262817,Practice pronunciation,positive,neutral,0.0,neutral,0.7773328,0.138404,0.7773328,0.0842632
35309,,5,"very good, elsa is a friend","very good, elsa be a friend",en,0.931074857711792,"very good, elsa is a friend",positive,positive,0.7501,positive,0.9757436,0.0057051666,0.018551232,0.9757436
35310,,5,: 33 thik,33 thik,en,0.5823322534561157,: 33 thik,positive,neutral,0.0,neutral,0.78248614,0.07721216,0.78248614,0.14030173
35311,,5,Too great ....,too great.,en,0.8267031311988831,Too great ....,positive,positive,0.6249,positive,0.96400017,0.008384168,0.027615722,0.96400017
35312,,5,well -taught,well -taught,en,0.9592198133468628,well -taught,positive,neutral,0.2732,neutral,0.7455801,0.06468418,0.7455801,0.18973571
35314,,5,temporary,temporary,en,0.5908949375152588,temporary,positive,neutral,0.0,neutral,0.7220848,0.13879198,0.7220848,0.13912326
35315,,5,😁 😁 😁 😁 😁 😁,😁 😁 😁 😁 😁 😁,en,0.5980222225189209,😁😁😁😁😁😁,positive,neutral,0.0,positive,0.9388319,0.002973238,0.058194872,0.9388319
35316,,1,"The most hate is to get out :))), each use is out of a dozen times, crazy all people, as long as you can fix it, then return to the 5s.","the most hate be to get out , each use be out of a dozen times, crazy all people, as long as you can fix it, then return to the 5s.",en,0.9565490484237672,"The most hate is to get out :))), each use is out of a dozen times, crazy all people, as long as you can fix it, then return to the 5s.",negative,negative,-0.7501,negative,0.83787245,0.83787245,0.14701949,0.015108105
35317,,1,"The Support side of Elsa will be off on January 31 to January 3, so you have any fault that is difficult to support. I have a payment error. I thought the ceremony was free to study a little but the error had to wait.","the support side of elsa will be off on january 31 to january 3, so you have any fault that be difficult to support. i have a payment error. i think the ceremony be free to study a little but the error have to wait.",en,0.9694136381149292,"The Support side of Elsa will be off on January 31 to January 3, so you have any fault that is difficult to support. I have a payment error. I thought the ceremony was free to study a little but the error had to wait.",negative,negative,-0.4854,negative,0.81408453,0.81408453,0.17760037,0.008315077
35318,,2,I pronounce wrong but still evaluate to read exactly like the native speakers,i pronounce wrong but still evaluate to read exactly like the native speaker,en,0.9649975895881652,I pronounce wrong but still evaluate to read exactly like the native speakers,negative,neutral,0.296,neutral,0.53264546,0.43090677,0.53264546,0.036447752
35319,,4,"Just participate in testing 1 post, good application.","just participate in test 1 post, good application.",en,0.8955615758895874,"Just participate in testing 1 post, good application.",neutral,positive,0.4404,positive,0.83469266,0.008319683,0.1569876,0.83469266
35320,,5,"The application has an easy-to-use interface, using AI technology to identify voice, good support for pronunciation, though only about 95-96%. However, it is quite effective in practicing pronunciation and speaking English, adding vocabulary!","the application have an easy-to-use interface, use ai technology to identify voice, good support for pronunciation, though only about 95-96%. however, it be quite effective in practice pronunciation and speaking english, add vocabulary!",en,0.9137008786201476,"The application has an easy-to-use interface, using AI technology to identify voice, good support for pronunciation, though only about 95-96%. However, it is quite effective in practicing pronunciation and speaking English, adding vocabulary!",positive,positive,0.8513,positive,0.90516925,0.0068928464,0.0879379,0.90516925
35321,,5,"The app is convenient, only one phone I use anytime, anywhere, I also check pronunciation on the app before the eloquent exams, interviews, presentations, it boost is confident.","the app be convenient, only one phone i use anytime, anywhere, i also check pronunciation on the app before the eloquent exams, interviews, presentations, it boost be confident.",en,0.8240885138511658,"The app is convenient, only one phone I use anytime, anywhere, I also check pronunciation on the app before the eloquent exams, interviews, presentations, it boost is confident.",positive,positive,0.7096,positive,0.8224114,0.014486233,0.16310236,0.8224114
35322,,5,"This is a marvelous app to train English skill, but if it it can decare the private for pro upgrade it will be great","this be a marvelous app to train english skill, but if it it can decare the private for pro upgrade it will be great",en,0.8733672499656677,"This is a marvelous app to train English skill, but if it it can decare the private for pro upgrade it will be great",positive,positive,0.8442,positive,0.9719145,0.004328162,0.023757244,0.9719145
35323,,5,App very good English learning. I have seen progress when using the English learning app,app very good english learning. i have see progress when use the english learning app,en,0.9398755431175232,App very good English learning. I have seen progress when using the English learning app,positive,positive,0.7178,positive,0.9688532,0.0024269167,0.028719861,0.9688532
35324,,2,"Slowly Losing, It Lost About 45 Mins for 15 Min Practice","slowly losing, it lose about 45 min for 15 min practice",en,0.8992801904678345,"Slowly Losing, It Lost About 45 Mins for 15 Min Practice",negative,negative,-0.6486,negative,0.7524098,0.7524098,0.22660659,0.020983595
35325,,5,Acc helps improve his English proficiency,acc help improve his english proficiency,en,0.9311904907226562,Acc helps improve his English proficiency,positive,positive,0.6808,neutral,0.6223284,0.02145139,0.6223284,0.3562202
35326,,5,Delicious use but the registration part is not good for new people ...,delicious use but the registration part be not good for new people.,en,0.9016006588935852,Delicious use but the registration part is not good for new people ...,positive,negative,-0.1923,negative,0.76948476,0.76948476,0.20405711,0.026458127
35327,,5,"Good application, learn many new vocabulary!","good application, learn many new vocabulary!",en,0.9347846508026124,"Good application, learn many new vocabulary!",positive,positive,0.4926,positive,0.9814284,0.0039788294,0.0145928,0.9814284
35328,,5,Good applications continue to improve more,good application continue to improve more,en,0.8854981660842896,Good applications continue to improve more,positive,positive,0.7003,positive,0.96683496,0.0061732107,0.026991855,0.96683496
35329,,5,"Learning very well, I see it heard the diagnosis","learn very well, i see it hear the diagnosis",en,0.9662315249443054,"Learning very well, I see it heard the diagnosis",positive,positive,0.3384,neutral,0.47462437,0.042788263,0.47462437,0.48258734
35330,,5,"Easy to use, good English learning support","easy to use, good english learn support",en,0.901857614517212,"Easy to use, good English learning support",positive,positive,0.8176,positive,0.9350739,0.008050208,0.056875817,0.9350739
35331,,5,This app is okay! ♾️/10 👍,this app be okay! ♾ /10 👍,en,0.5663855671882629,This app is okay! ♾️/10 👍,positive,neutral,0.2942,positive,0.9214413,0.0049957666,0.07356297,0.9214413
35332,,5,Quite easy to use for those who want to improve us,quite easy to use for those who want to improve u,en,0.9773946404457092,Quite easy to use for those who want to improve us,positive,positive,0.7501,positive,0.77952623,0.013506751,0.20696706,0.77952623
35333,,5,Very good. I heard that reading and writing are very good,very good. i hear that reading and write be very good,en,0.9924654364585876,Very good. I heard that reading and writing are very good,positive,positive,0.7496,positive,0.98008305,0.003421956,0.01649507,0.98008305
35335,,5,Very delicious but not afraid of hot,very delicious but not afraid of hot,en,0.9719737768173218,Very delicious but not afraid of hot,positive,positive,0.3604,positive,0.91189355,0.020166459,0.06793996,0.91189355
35336,,5,very good. I really like this app.,very good. i really like this app.,en,0.9944174885749816,very good. I really like this app.,positive,positive,0.7391,positive,0.98940897,0.003256659,0.007334405,0.98940897
35337,,5,Good app. 5 star shape,good app. 5 star shape,en,0.7745158672332764,Good app. 5 star shape,positive,positive,0.4404,positive,0.9698638,0.0068243705,0.023311889,0.9698638
35338,,5,"Easy to learn and understand, very convenient","easy to learn and understand, very convenient",en,0.9302271604537964,"Easy to learn and understand, very convenient",positive,positive,0.4404,positive,0.9585426,0.0048999884,0.03655736,0.9585426
35339,,5,"Quite good, the app is great","quite good, the app be great",en,0.9269445538520812,"Quite good, the app is great",positive,positive,0.807,positive,0.9834179,0.0040030475,0.012579012,0.9834179
35340,,5,Also said very well,also say very well,en,0.9998472332954408,Also said very well,positive,positive,0.3384,positive,0.77489316,0.024375014,0.20073183,0.77489316
35342,,5,It is excellent app ever,it be excellent app ever,en,0.8657156825065613,It is excellent app ever,positive,positive,0.5719,positive,0.9527955,0.0068096793,0.040394798,0.9527955
35344,,3,That's OK,that be ok,en,0.9890244603157043,That's OK,neutral,neutral,0.296,neutral,0.41175622,0.050655007,0.41175622,0.5375888
35346,,5,so good lun,so good lun,en,0.5904507637023926,so good lun,positive,positive,0.4927,positive,0.91392744,0.015640615,0.07043195,0.91392744
35348,,3,"Not so bad but I saw it forced VL. Too stereotyped and uncomfortable. Since who it is, it will appreciate it, so you pronounced 100% standard and it is wrong.","not so bad but i saw it force vl. too stereotyped and uncomfortable. since who it is, it will appreciate it, so you pronounce 100% standard and it be wrong.",en,0.9402371048927308,"Not so bad but I saw it forced VL. Too stereotyped and uncomfortable. Since who it is, it will appreciate it, so you pronounced 100% standard and it is wrong.",neutral,negative,-0.6972,negative,0.7009845,0.7009845,0.2801909,0.018824594
